번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1103197,화학전공,20141230,2009,대학 물리학,2010,"Young, Hugh D",Pearson,530 Y72u12K대
AJ1103367,물리학전공,20140708,2007,대학 물리학,2003,"Young, Hugh D",북스힐,530 Y72u10K대
AJ1101798,물리학전공,20130404,2008,대학 물리학,2003,"Young, Hugh D",북스힐,530 Y72u10K대
AJ1103126,물리학전공,20141204,2009,현대물리학,2010,"Young, Hugh D",Pearson Education Korea,530 Y72m12K김
AJ1104962,물리학전공,20140611,2011,현대물리학,2010,"Young, Hugh D",Pearson Education Korea,530 Y72m12K김
AJ1108993,물리학전공,20140415,2013,현대물리학,2010,"Young, Hugh D",Pearson Education Korea,530 Y72m12K김
AJ1109065,물리학전공,20140421,2013,현대물리학,2005,"Taylor, John R",교보문고,530 T243mK강
AJ1107252,물리학전공,20141014,2012,현대물리학,2005,"Taylor, John R",교보문고,530 T243mK강
AJ1110994,물리학전공,20141007,2012,현대물리학,2005,"Taylor, John R",교보문고,530 T243mK강
AJ1100290,수학전공,20130705,2006,대학물리학,2008,"Serway, Raymond A",淸文閣,530 S492s4K물
AJ1105671,물리학전공,20140925,2011,대학물리학,2009,"Serway, Raymond A",북스힐,530 S492p7K대
AJ1107245,물리학전공,20140916,2012,대학물리학,2009,"Serway, Raymond A",북스힐,530 S492p7K대
AJ1103197,화학전공,20140630,2009,대학물리학,2009,"Serway, Raymond A",북스힐,530 S492p7K대
AJ1105597,수학전공,20140415,2010,대학 물리학,2005,"Serway, Raymond A",북스힐,530 S492p6K대
AJ1109058,물리학전공,20130910,2013,대학 물리학,2005,"Serway, Raymond A",북스힐,530 S492p6K대
AJ1103504,화학전공,20120705,2008,대학 물리학,2005,"Serway, Raymond A",북스힐,530 S492p6K대
AJ1103903,수학전공,20120702,2008,일반물리학,2008,"Serway, Raymond A",淸文閣,530 S492eK물
AJ1103184,화학전공,20140917,2009,일반물리학,2010,"Serway, Raymond A",북스힐,530 S492c8K일
AJ1105672,화학전공,20140309,2011,일반물리학,2010,"Serway, Raymond A",북스힐,530 S492c8K일
AJ1107645,수학전공,20120702,2010,일반물리학,2010,"Serway, Raymond A",북스힐,530 S492c8K일
AJ1101798,물리학전공,20130415,2008,대학물리학,2007,"Benson, Harris",淸文閣,530 B474uK대개
AJ1108114,물리학전공,20130507,2011,현대물리학,2005,"Beiser, Arthur",교보문고,530 B423c6K장교
AJ1108116,물리학전공,20130513,2011,현대물리학,2005,"Beiser, Arthur",교보문고,530 B423c6K장교
AJ1107246,물리학전공,20130319,2012,현대물리학,2005,"Beiser, Arthur",교보문고,530 B423c6K장교
AJ1107245,물리학전공,20130307,2012,현대물리학,2003,"Beiser, Arthur",학술정보,530 B423c6K장
AJ1108115,물리학전공,20130328,2011,현대물리학,1991,"Beiser, Arthur",喜重堂,530 B423c4K장
AJ1103903,수학전공,20120422,2008,사회통계학,2007,"Knoke, David",博英社,519.50243 K72s4K장
AJ1103903,수학전공,20131218,2008,통계학,2003,김동희,자유아카데미,519.5 통14김이개
AJ1100827,수학전공,20120502,2007,수리통계학,1994,전명식,自由아카데미,519.5 전44수
AJ1102985,수학전공,20111017,2009,수리통계학,2002,송문섭,博英社,519.5 송36수2
AJ1102294,물리학전공,20130508,2008,(이공계 과학도를 위한)Matlab 사용법과 그 응용,1998,김창근,교우사,519.40285 김82m2
AJ1107642,수학전공,20120415,2010,(이공계 과학도를 위한)Matlab 사용법과 그 응용,1998,김창근,교우사,519.40285 김82m2
AJ1110857,수학전공,20140530,2014,이산수학,2011,박종안,경문사,519.4 박75이4
AJ1104933,수학전공,20140508,2010,이산수학,2011,박종안,경문사,519.4 박75이4
AJ1108947,수학전공,20140413,2013,이산수학,2009,박종안,경문사,519.4 박75이3
AJ1106967,수학전공,20140317,2012,(이공계용) 확률과 통계,2011,"Ross, Sheldon M",홍릉과학,519.2 R826i4K이
AJ1103904,수학전공,20131111,2008,(이공계용) 확률과 통계,2011,"Ross, Sheldon M",홍릉과학,519.2 R826i4K이
AJ1107644,수학전공,20130502,2010,(이공계용) 확률과 통계,2011,"Ross, Sheldon M",홍릉과학,519.2 R826i4K이
AJ1107249,수학전공,20131011,2012,(이공계용) 확률과 통계,2011,"Ross, Sheldon M",홍릉과학,519.2 R826i4K이
AJ1105594,수학전공,20130502,2010,(이공계용) 확률과 통계,2011,"Ross, Sheldon M",홍릉과학,519.2 R826i4K이
AJ1102879,수학전공,20131010,2009,(이공계용) 확률과 통계,2011,"Ross, Sheldon M",홍릉과학,519.2 R826i4K이
AJ1109060,물리학전공,20131212,2013,미분적분학,2005,수학교재편찬위원회,淸文閣,515.3 수92미2
AJ1110672,수학전공,20141014,2014,미분적분학,2005,김경화,선진문화사,515.3 미46김
AJ1108951,수학전공,20130404,2013,미분적분학,2005,김경화,선진문화사,515.3 미46김
AJ1106967,수학전공,20131129,2012,미분적분학,2003,"Varberg, Dale E",교우사,515.3 V288c8K수
AJ1110774,화학전공,20140609,2014,미분적분학,2006,"Stewart, James",淸文閣,515.3 S852c5K수
AJ1110863,화학전공,20141114,2014,미분적분학,2006,"Stewart, James",淸文閣,515.3 S852c5K수
AJ1107500,물리학전공,20130116,2012,미분적분학,2006,"Stewart, James",淸文閣,515.3 S852c5K수
AJ1107890,수학전공,20141222,2012,미분적분학,2009,"Stewart, James",淸文閣,515.3 S849c6K수
AJ1102276,수학전공,20120311,2008,미분적분학,2009,"Stewart, James",淸文閣,515.3 S849c6K수
AJ1105839,화학전공,20110523,2011,미분적분학,2009,"Stewart, James",淸文閣,515.3 S849c6K수
AJ1110774,화학전공,20140928,2014,微分積分學  -,1995,"Stewart, James",淸文閣,515.3 S849c2K수
AJ1105918,화학전공,20111130,2011,微分積分學  -,1995,"Stewart, James",淸文閣,515.3 S849c2K수
AJ1103197,화학전공,20150117,2009,Calculus,2009,"Varberg, Dale E",Pearson/Prentice Hall,515 V288c
AJ1107180,수학전공,20121127,2012,미분적분학,2006,"Thomas, George Brinton",淸文閣,515 T463t11K수
AJ1100978,화학전공,20130114,2007,Calculus,2008,"Stewart, James",Thomson Brooks/Cole,515 S849c6
AJ1110863,화학전공,20140922,2014,微分積分學  -,1995,"Stewart, James",淸文閣,515 S849c2K수
AJ1110780,화학전공,20140415,2014,微分積分學  -,1995,"Stewart, James",淸文閣,515 S849c2K수
AJ1101120,화학전공,20120416,2007,미분적분학,2008,"Smith, Robert T",북스힐,515 S657c3K장
AJ1107080,수학전공,20121231,2010,Calculus,2007,"Salas, Saturnino L",John Wiley & Sons,515 S161c10
AJ1109057,물리학전공,20140802,2013,선형대수학,2010,"Poole, David",경문사,512.5 P822L2K강
AJ1105594,수학전공,20131106,2010,선형대수학,2010,"Poole, David",경문사,512.5 P822L2K강
AJ1103904,수학전공,20130902,2008,선형대수학,2010,"Poole, David",경문사,512.5 P822L2K강
AJ1107643,수학전공,20130813,2010,선형대수학,2006,"Lay, David C",경문사,512.5 L426L3K김
AJ1103903,수학전공,20131015,2008,선형대수학,2006,"Lay, David C",경문사,512.5 L426L3K김
AJ1106967,수학전공,20140317,2012,이산수학,2008,"Rosen, Kenneth H",한국맥그로힐,511 R813d6K공
AJ1102214,수학전공,20110329,2008,이산수학,2008,"Rosen, Kenneth H",한국맥그로힐,511 R813d6K공
AJ1102315,수학전공,20110404,2008,이산수학,2008,"Rosen, Kenneth H",한국맥그로힐,511 R813d6K공
AJ1107723,수학전공,20130617,2012,이산수학,2005,정치봉,경문사,510.285 정86이2
AJ1107510,수학전공,20130615,2012,이산수학,2004,"Rosen, Kenneth H",인터비젼,510.285 R813d5K공
AJ1101450,수학전공,20110516,2008,이산수학,2004,"Rosen, Kenneth H",인터비젼,510.285 R813d5K공
AJ1103184,화학전공,20141107,2009,공업수학,2010,이준탁,한빛미디어,510.2462 이76공
AJ1108121,화학전공,20140430,2011,공학수학,2006,김경응,경문사,510.2462 김14공2
AJ1107643,수학전공,20130429,2010,공학수학,2006,김경응,경문사,510.2462 김14공2
AJ1103184,화학전공,20140902,2009,Kreyszig 공업수학 문제풀이 해설,2011,"Kreyszig, Erwin",범한서적,510.2462 K92문a10K범문
AJ1103197,화학전공,20141230,2009,Kreyszig 공업수학,2007,"Kreyszig, Erwin",범한서적,510.2462 K92a9K김
AJ1103184,화학전공,20140902,2009,(Kreyszig) 공업수학,2012,"Kreyszig, Erwin",범한서적,510.2462 K92a10K서
AJ1103197,화학전공,20141231,2009,(Kreyszig) 공업수학,2012,"Kreyszig, Erwin",범한서적,510.2462 K92a10K서
