번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1106922,화학전공,20140317,2012,(맥머리의) 유기화학,2012,"McMurry, John",사이플러스,547 M478o8K화
AJ1107247,화학전공,20140331,2012,(맥머리의) 유기화학,2012,"McMurry, John",사이플러스,547 M478o8K화
AJ1105839,화학전공,20140920,2011,(맥머리의) 유기화학,2012,"McMurry, John",사이플러스,547 M478o8K화
AJ1103184,화학전공,20141201,2009,유기화학,2008,"McMurry, John",사이플러스,547 M478o7K대
AJ1106431,화학전공,20140519,2011,유기화학,2008,"McMurry, John",사이플러스,547 M478o7K대
AJ1104219,화학전공,20110502,2010,유기화학,2008,"McMurry, John",사이플러스,547 M478o7K대
AJ1108128,화학전공,20140430,2011,유기화학,2005,"Mcmurry, John",자유아카데미,547 M478o6K이
AJ1106922,화학전공,20140519,2012,유기화학,2005,"Mcmurry, John",자유아카데미,547 M478o6K이
AJ1101815,화학전공,20130424,2008,유기화학,2005,"Mcmurry, John",자유아카데미,547 M478o6K이
AJ1103367,물리학전공,20110523,2007,유기화학,2005,"Mcmurry, John",자유아카데미,547 M478o6K이
AJ1103194,화학전공,20140531,2009,유기화학,2002,"McMurry, John",자유아카데미,547 M158oK이
AJ1105918,화학전공,20130324,2011,유기화학,2002,"McMurry, John",자유아카데미,547 M158oK이
AJ1108123,화학전공,20140407,2011,유기화학,2000,"Hart, Harold",교보문고,547 H323o10K채
AJ1101529,화학전공,20130613,2008,Organic chemistry,2012,"Clayden, Jonathan",Oxford University Press,547 C622o2
AJ1109060,물리학전공,20140313,2013,(브라운의) 유기화학,2010,"Brown, William Henry",사이플러스,547 B881o5K화
AJ1106920,화학전공,20121023,2012,유기화학,2003,"Atkins, Robert C",브레인코리아,547 A875o2K김
AJ1103347,화학전공,20120315,2009,유기화학,1998,"Atkins, Robert C",영풍문고,547 A874o2K송
AJ1100772,화학전공,20110316,2007,무기화학,2007,강성권,교보문고,546 S561s4K강
AJ1104861,화학전공,20140923,2010,무기화학,2011,"Miessler, Gary L",피어슨에듀케이션코리아,546 M632I4K김
AJ1100374,화학전공,20110608,2006,무기화학,1997,"Dougles, B. E",자유아카데미,546 D733c3K김
AJ1111006,화학전공,20140417,2012,무기화학,1997,"Bowser, James R",자유아카데미,546 B788iK노
AJ1105918,화학전공,20130911,2011,무기화학,1997,"Bowser, James R",자유아카데미,546 B788iK노
AJ1109071,화학전공,20141008,2013,분석화학,1989,"Harris, D. C",자유아카데미,545 H313QK김
AJ1105836,화학전공,20141111,2011,분석화학,1989,"Harris, D. C",자유아카데미,545 H313QK김
AJ1108121,화학전공,20130507,2011,분석화학,1989,"Harris, D. C",자유아카데미,545 H313QK김
AJ1105842,화학전공,20141006,2011,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1108123,화학전공,20130531,2011,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1102022,화학전공,20121203,2008,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1102978,화학전공,20121130,2009,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1104219,화학전공,20121130,2010,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1108122,화학전공,20130307,2011,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1100374,화학전공,20110608,2006,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1106287,화학전공,20111005,2009,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q5K김
AJ1104967,화학전공,20121023,2011,분석화학,1998,"Harris, Daniel C",自由아카데미,545 H313q4K김
AJ1101526,화학전공,20110323,2008,분석화학,1993,"Harris, Daniel C",自由아카데미,545 H313Q3K김
AJ1108116,물리학전공,20140914,2011,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1109166,화학전공,20141112,2013,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1105686,화학전공,20141107,2011,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1105842,화학전공,20140529,2011,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1105839,화학전공,20140920,2011,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1101511,화학전공,20121112,2008,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1105685,화학전공,20121004,2011,최신분석화학,2004,"Harris, Daniel C",자유아카데미,545 H313e2K김
AJ1109057,물리학전공,20130923,2013,분석화학,1996,"Christian, Gary D",喜重堂,545 C555a5K이
AJ1103347,화학전공,20120308,2009,분석화학,1996,"Christian, Gary D",喜重堂,545 C555a5K이
AJ1106922,화학전공,20131104,2012,기체·액체 크로마토그래피 및 질량 분석학,2007,김택제,자유아카데미,543.8 김883기
AJ1105918,화학전공,20130311,2011,기체·액체 크로마토그래피 및 질량 분석학,2007,김택제,자유아카데미,543.8 김883기
AJ1105686,화학전공,20140526,2011,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1109165,화학전공,20141110,2013,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1108117,화학전공,20140529,2011,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1105163,화학전공,20140416,2010,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1103401,화학전공,20140318,2009,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1106739,화학전공,20140514,2011,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1106341,화학전공,20131101,2011,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1102978,화학전공,20120905,2009,분광학의 이해,2007,"Pavia, Donald L",사이플러스,543.5 P338i3K문
AJ1104861,화학전공,20140923,2010,분석화학. 기기분석,2003,최재성,東和技術,543.08 최73분
AJ1109166,화학전공,20141027,2013,분석화학. 기기분석,2003,최재성,東和技術,543.08 최73분
AJ1101529,화학전공,20121004,2008,분석화학. 기기분석,2003,최재성,東和技術,543.08 최73분
AJ1106734,화학전공,20120904,2011,분석화학. 기기분석,2003,최재성,東和技術,543.08 최73분
AJ1108123,화학전공,20140521,2011,기기분석,1995,김승재,東和技術,543.08 김57기
AJ1101697,화학전공,20131112,2008,기기분석,1995,김승재,東和技術,543.08 김57기
AJ1105918,화학전공,20121201,2011,기기분석,1997,정용순,半島出版社,543.08 기18정
AJ1108123,화학전공,20140522,2011,기기분석의 원리,1999,"Skoog, Douglas A",自由아카데미,543.07 S628p5K박
AJ1108128,화학전공,20130307,2011,기기분석의 원리,1999,"Skoog, Douglas A",自由아카데미,543.07 S628p5K박
AJ1105918,화학전공,20121201,2011,기기분석의 원리,1999,"Skoog, Douglas A",自由아카데미,543.07 S628p5K박
AJ1105643,화학전공,20140413,2010,기기분석의 원리,2000,"Skoog, Douglas A",自由아카데미,543.07 S628L5K권
AJ1101511,화학전공,20120319,2008,기기분석의 원리,2000,"Skoog, Douglas A",自由아카데미,543.07 S628L5K권
AJ1109165,화학전공,20141117,2013,분석화학의 기본개념,2006,황훈,자유아카데미,543 황96분
AJ1107247,화학전공,20131125,2012,분석화학의 기본개념,2006,황훈,자유아카데미,543 황96분
AJ1103912,화학전공,20131008,2010,분석화학의 기본개념,2006,황훈,자유아카데미,543 황96분
AJ1101529,화학전공,20121004,2008,분석화학의 기본개념,2006,황훈,자유아카데미,543 황96분
AJ1106734,화학전공,20120904,2011,분석화학의 기본개념,2006,황훈,자유아카데미,543 황96분
AJ1106287,화학전공,20110919,2009,분석화학의 기본개념,2006,황훈,자유아카데미,543 황96분
AJ1109162,화학전공,20141028,2013,分析化學,1993,최재성,東和技術,543 최73분
AJ1107652,화학전공,20121104,2010,分析化學,1993,최재성,東和技術,543 최73분
AJ1109071,화학전공,20141008,2013,分析化學,1994,최규원,養英閣,543 최16분2
AJ1107655,화학전공,20121023,2010,分析化學,1994,최규원,養英閣,543 최16분2
AJ1109162,화학전공,20141117,2013,一般 分析化學,1993,차기원,喜重堂,543 차18일
AJ1107715,화학전공,20131129,2012,一般 分析化學,1993,차기원,喜重堂,543 차18일
AJ1107256,화학전공,20131020,2012,一般 分析化學,1993,차기원,喜重堂,543 차18일
AJ1109165,화학전공,20140912,2013,정량분석화학,2009,하합 총,동화기술,543 정293하2
AJ1107256,화학전공,20131119,2012,정량분석화학,2009,하합 총,동화기술,543 정293하2
AJ1107655,화학전공,20120924,2010,정량분석화학,2009,하합 총,동화기술,543 정293하2
AJ1105648,화학전공,20111203,2010,정량분석화학,2009,하합 총,동화기술,543 정293하2
AJ1105648,화학전공,20110919,2010,분석화학,1999,이송주,自由아카데미,543 이55분
AJ1103197,화학전공,20141027,2009,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1109165,화학전공,20141110,2013,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1105386,화학전공,20141006,2010,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1109162,화학전공,20140924,2013,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1109166,화학전공,20140923,2013,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1107256,화학전공,20131119,2012,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1107247,화학전공,20130923,2012,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1107655,화학전공,20120903,2010,분석화학실험의 기본,2003,정용순,형설출판사,543 분54정
AJ1105386,화학전공,20141025,2010,분석화학,2007,양원강,Audax publishers,543 분54송
AJ1106341,화학전공,20130909,2011,분석화학,2007,양원강,Audax publishers,543 분54송
AJ1101529,화학전공,20121004,2008,분석화학,2007,양원강,Audax publishers,543 분54송
AJ1106734,화학전공,20120904,2011,분석화학,2007,양원강,Audax publishers,543 분54송
AJ1102031,화학전공,20110909,2008,분석화학,2007,양원강,Audax publishers,543 분54송
AJ1109165,화학전공,20141025,2013,(최신) 분석화학,2006,손무정,신광문화사,543 분54손2006
AJ1101697,화학전공,20131105,2008,(최신) 분석화학,2006,손무정,신광문화사,543 분54손2006
AJ1103912,화학전공,20131008,2010,(최신) 분석화학,2006,손무정,신광문화사,543 분54손2006
AJ1107655,화학전공,20121023,2010,(최신) 분석화학,2006,손무정,신광문화사,543 분54손2006
AJ1103849,화학전공,20120924,2009,(최신) 분석화학,2006,손무정,신광문화사,543 분54손2006
AJ1100626,화학전공,20121017,2007,분석화학,2004,손무정,신광문화사,543 분54손2
AJ1104968,화학전공,20120914,2011,분석화학,2004,손무정,신광문화사,543 분54손2
AJ1109166,화학전공,20141125,2013,분석화학,2003,손무정,신광문화사,543 분54손
AJ1103194,화학전공,20140916,2009,분석화학,2003,손무정,신광문화사,543 분54손
AJ1103912,화학전공,20131029,2010,분석화학,2003,손무정,신광문화사,543 분54손
AJ1105918,화학전공,20121004,2011,분석화학,2003,손무정,신광문화사,543 분54손
AJ1107655,화학전공,20120910,2010,분석화학,2003,손무정,신광문화사,543 분54손
AJ1105163,화학전공,20140531,2010,기기분석,2006,박면용,녹문당,543 기18박
AJ1105686,화학전공,20141016,2011,기기분석,2006,박면용,녹문당,543 기18박
AJ1103912,화학전공,20131205,2010,기기분석,2006,박면용,녹문당,543 기18박
AJ1100374,화학전공,20130204,2006,기기분석,2006,박면용,녹문당,543 기18박
AJ1101697,화학전공,20141208,2008,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1107256,화학전공,20141002,2012,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1107247,화학전공,20140519,2012,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1105835,화학전공,20141120,2011,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1105836,화학전공,20141031,2011,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1105839,화학전공,20141110,2011,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1100772,화학전공,20131127,2007,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1100267,화학전공,20131108,2006,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1101120,화학전공,20121119,2007,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1101511,화학전공,20120910,2008,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1102978,화학전공,20120910,2009,기기분석의 이해,2008,"Skoog, Douglas A",사이플러스,543 S628p6K박6
AJ1101511,화학전공,20121119,2008,Exploring chemical analysis,2009,"Harris, Daniel C. 1948-",W. H. Freeman,543 H317e4
AJ1101815,화학전공,20120831,2008,Exploring chemical analysis,2009,"Harris, Daniel C. 1948-",W. H. Freeman,543 H317e4
AJ1100973,화학전공,20120307,2007,Exploring chemical analysis,2009,"Harris, Daniel C. 1948-",W. H. Freeman,543 H317e4
AJ1103849,화학전공,20121022,2009,정량분석화학,1989,"Harris, Daniel C",대웅,543 H313qK이2
AJ1103197,화학전공,20140930,2009,분석화학,2012,"Harris, Daniel C",자유아카데미,543 H313q8K강
AJ1103197,화학전공,20141120,2009,(최신)분석화학,2013,"Harris, Daniel C",자유아카데미,543 H313e5K박
AJ1104861,화학전공,20130906,2010,(최신)분석화학,2013,"Harris, Daniel C",자유아카데미,543 H313e5K박
AJ1107247,화학전공,20131004,2012,(최신)분석화학,2013,"Harris, Daniel C",자유아카데미,543 H313e5K박
AJ1103197,화학전공,20140603,2009,Exploring chemical analysis,2013,"Harris, Daniel C",W. H. Freeman and Co,543 H313e5
AJ1105836,화학전공,20141010,2011,Exploring chemical analysis,2013,"Harris, Daniel C",W. H. Freeman and Co,543 H313e5
AJ1103197,화학전공,20141115,2009,최신분석화학,2009,"Harris, Daniel C",자유아카데미,543 H313e4K김
AJ1107247,화학전공,20130923,2012,최신분석화학,2009,"Harris, Daniel C",자유아카데미,543 H313e4K김
AJ1100973,화학전공,20121119,2007,최신분석화학,2009,"Harris, Daniel C",자유아카데미,543 H313e4K김
AJ1101529,화학전공,20120919,2008,최신분석화학,2009,"Harris, Daniel C",자유아카데미,543 H313e4K김
AJ1106357,화학전공,20120430,2011,최신분석화학,2009,"Harris, Daniel C",자유아카데미,543 H313e4K김
AJ1106734,화학전공,20120607,2011,최신분석화학,2009,"Harris, Daniel C",자유아카데미,543 H313e4K김
AJ1101526,화학전공,20140313,2008,Exploring chemical analysis,2000,"Harris, Daniel C",W. H. Freeman,543 H313e2
AJ1109165,화학전공,20140929,2013,분석화학,2004,"Skoog, Douglas A",자유아카데미,543 F981s8K분
AJ1105686,화학전공,20141014,2011,분석화학,2004,"Skoog, Douglas A",자유아카데미,543 F981s8K분
AJ1107256,화학전공,20141010,2012,분석화학,2004,"Skoog, Douglas A",자유아카데미,543 F981s8K분
AJ1105839,화학전공,20141106,2011,분석화학,2004,"Skoog, Douglas A",자유아카데미,543 F981s8K분
AJ1101697,화학전공,20140313,2008,분석화학,2004,"Skoog, Douglas A",자유아카데미,543 F981s8K분
AJ1101815,화학전공,20121029,2008,분석화학,2004,"Skoog, Douglas A",자유아카데미,543 F981s8K분
AJ1100772,화학전공,20110413,2007,분석화학,2008,"Christian, Gary D",자유아카데미,543 C555a6K분
AJ1107247,화학전공,20131119,2012,분석화학,1992,"Christian, Gary D",喜重堂,543 C555A4K이
AJ1103133,수학전공,20111018,2009,일반화학실험,2009,대구대학교. 화학·응용화학과,녹문당,542 대16일
AJ1103184,화학전공,20141028,2009,일반화학실험,2006,교재연구회,자유아카데미,542 교73일
AJ1108122,화학전공,20130312,2011,일반화학실험,2006,교재연구회,자유아카데미,542 교73일
AJ1105836,화학전공,20140330,2011,물리화학실험,2003,대한화학회,淸文閣,541.3072 대92물개
AJ1108122,화학전공,20130317,2011,물리화학실험,2003,대한화학회,淸文閣,541.3072 대92물개
AJ1108128,화학전공,20130305,2011,물리화학실험,2003,대한화학회,淸文閣,541.3072 대92물개
AJ1100374,화학전공,20110308,2006,물리화학실험,2003,대한화학회,淸文閣,541.3072 대92물개
AJ1105643,화학전공,20110511,2010,물리화학실험,2003,대한화학회,淸文閣,541.3072 대92물개
AJ1105686,화학전공,20140526,2011,(화학과 생명과학을 위한) 물리화학,2004,물리화학교재연구회,자유아카데미,541.3 물298물
AJ1105685,화학전공,20120321,2011,(화학과 생명과학을 위한) 물리화학,2004,물리화학교재연구회,자유아카데미,541.3 물298물
AJ1103504,화학전공,20110408,2008,(화학과 생명과학을 위한) 물리화학,2004,물리화학교재연구회,자유아카데미,541.3 물298물
AJ1100973,화학전공,20110316,2007,물리화학,1997,"Winn, John S",自由아카데미,541.3 W776pK박
AJ1106357,화학전공,20120925,2011,물리화학,2006,"Silbey, Robert J",자유아카데미,541.3 S582p4K여
AJ1100626,화학전공,20110915,2007,물리화학,2006,"Silbey, Robert J",자유아카데미,541.3 S582p4K여
AJ1107715,화학전공,20140419,2012,물리화학,2005,"Ball, David W",자유아카데미,541.3 B187pK김
AJ1104968,화학전공,20141210,2011,물리화학,2005,"Ball, David W",자유아카데미,541.3 B187pK김
AJ1106920,화학전공,20120402,2012,물리화학,2005,"Ball, David W",자유아카데미,541.3 B187pK김
AJ1101607,화학전공,20110404,2008,(핵심) 물리화학,2006,"Atkins, Peter",교보문고,541.3 A875e4K신
AJ1109073,화학전공,20141128,2013,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1108123,화학전공,20131018,2011,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1101697,화학전공,20130614,2008,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1100772,화학전공,20110930,2007,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1105918,화학전공,20120319,2011,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1105672,화학전공,20120307,2011,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1101120,화학전공,20120306,2007,물리화학,2007,"Atkins, Peter",교보문고,541.3 A874p8K안
AJ1107247,화학전공,20140512,2012,물리화학,2004,"Atkins, Peter",교보문고,541.3 A874p7K안
AJ1105163,화학전공,20131213,2010,물리화학,2004,"Atkins, Peter",교보문고,541.3 A874p7K안
AJ1103849,화학전공,20121205,2009,물리화학,2004,"Atkins, Peter",교보문고,541.3 A874p7K안
AJ1104220,화학전공,20120319,2010,물리화학,2004,"Atkins, Peter",교보문고,541.3 A874p7K안
AJ1102627,화학전공,20120312,2009,물리화학,2004,"Atkins, Peter",교보문고,541.3 A874p7K안
AJ1106341,화학전공,20130909,2011,(핵심)물리화학,2011,"Atkins, P. W",교보문고,541.3 A874e5K강
AJ1103849,화학전공,20120420,2009,(핵심)물리화학,2011,"Atkins, P. W",교보문고,541.3 A874e5K강
AJ1109073,화학전공,20141119,2013,(핵심) 물리화학,2006,"Atkins, Peter",교보문고,541.3 A874e4K강
AJ1105163,화학전공,20131015,2010,(핵심) 물리화학,2006,"Atkins, Peter",교보문고,541.3 A874e4K강
AJ1103849,화학전공,20120518,2009,(핵심) 물리화학,2006,"Atkins, Peter",교보문고,541.3 A874e4K강
AJ1106431,화학전공,20140430,2011,물리화학,2010,"Atkins, P. W",교보문고,541.3 A874a9K안
AJ1106341,화학전공,20130917,2011,물리화학,2010,"Atkins, P. W",교보문고,541.3 A874a9K안
AJ1105835,화학전공,20130305,2011,물리화학,2010,"Atkins, P. W",교보문고,541.3 A874a9K안
AJ1103504,화학전공,20110419,2008,물리화학,1993,"Alberty, Robert A",喜重堂,541.3 A334pK여
AJ1106287,화학전공,20110429,2009,물리화학,1993,"Alberty, Robert A",喜重堂,541.3 A334pK여
AJ1105686,화학전공,20141013,2011,물리화학,2000,"Alberty, Robert A",사이텍미디어,541.3 A334p2K여
AJ1103194,화학전공,20141103,2009,물리화학,2000,"Alberty, Robert A",사이텍미디어,541.3 A334p2K여
AJ1108121,화학전공,20130408,2011,물리화학,2000,"Alberty, Robert A",사이텍미디어,541.3 A334p2K여
AJ1108123,화학전공,20140514,2011,양자화학,2007,"McQuarrie, Donald A",자유아카데미,541.28 M478qK김자
AJ1104861,화학전공,20130417,2010,양자화학,2007,"McQuarrie, Donald A",자유아카데미,541.28 M478qK김자
AJ1100267,화학전공,20130314,2006,양자화학,2007,"McQuarrie, Donald A",자유아카데미,541.28 M478qK김자
AJ1100973,화학전공,20120418,2007,양자화학,2007,"McQuarrie, Donald A",자유아카데미,541.28 M478qK김자
AJ1101511,화학전공,20120319,2008,양자화학,2007,"McQuarrie, Donald A",자유아카데미,541.28 M478qK김자
AJ1108128,화학전공,20140324,2011,양자화학,1996,"McQuarrie, Donald A",예지각,541.28 M478qK김
AJ1107715,화학전공,20130522,2012,양자화학,1996,"McQuarrie, Donald A",예지각,541.28 M478qK김
AJ1101815,화학전공,20120307,2008,양자화학,1996,"McQuarrie, Donald A",예지각,541.28 M478qK김
AJ1101529,화학전공,20130602,2008,양자화학,2010,"McQuarrie, Donald A",자유아카데미,541.28 M478q2K김
AJ1104219,화학전공,20130405,2010,양자화학,2010,"McQuarrie, Donald A",자유아카데미,541.28 M478q2K김
AJ1108118,화학전공,20141120,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1108114,물리학전공,20150130,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1107256,화학전공,20141106,2012,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1108123,화학전공,20140904,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1105835,화학전공,20141124,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1105686,화학전공,20141001,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1105918,화학전공,20131029,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1103347,화학전공,20131028,2009,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1100772,화학전공,20130924,2007,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1102022,화학전공,20121105,2008,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1106734,화학전공,20121106,2011,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1106287,화학전공,20111129,2009,고체화학,2002,여철현,자유아카데미,541.0421 여83고
AJ1109145,화학전공,20140519,2013,화학용어사전,2002,화학용어사전편찬회,일진사,"540.3 화92화일
R 540.3 화92화일"
AJ1104861,화학전공,20130906,2010,(줌달의) 일반화학,2010,"Zumdahl, Steven S",사이플러스,540 Z94c8K화
AJ1106287,화학전공,20110410,2009,일반화학,2008,"Zumdahl, Steven S",자유아카데미,540 Z94c7K일
AJ1107890,수학전공,20141120,2012,(실버버그의) 일반화학,2011,"Silberberg, Martin S",사이플러스,540 S582p2K화2
AJ1110614,수학전공,20140316,2014,일반화학,2008,"Kotz, John C",북스힐,540 K87c6K이
AJ1107245,물리학전공,20130617,2012,일반화학,2008,"Kotz, John C",북스힐,540 K87c6K이
AJ1107647,물리학전공,20130702,2010,일반화학,2008,"Kelter, Paul B",자유아카데미,540 K29eK일
AJ1105842,화학전공,20141008,2011,일반화학,2008,"Chang, Raymond",자유아카데미,540 C456g5K일5
AJ1103504,화학전공,20120711,2008,일반화학,2008,"Chang, Raymond",자유아카데미,540 C456g5K일5
AJ1100267,화학전공,20110614,2006,일반화학,2008,"Chang, Raymond",자유아카데미,540 C456g5K일5
AJ1105686,화학전공,20140407,2011,일반화학,2006,"Chang, Raymond",자유아카데미,540 C456g4K일
AJ1107646,수학전공,20120413,2010,일반화학,2006,"Chang, Raymond",자유아카데미,540 C456g4K일
AJ1103184,화학전공,20141117,2009,일반화학,2006,"Chang, Raymond",자유아카데미,540 C456c8K일
AJ1108115,물리학전공,20130619,2011,일반화학,2006,"Chang, Raymond",자유아카데미,540 C456c8K일
AJ1110994,물리학전공,20141229,2012,(레이먼드 창의) 일반화학,2010,"Chang, Raymond",사이플러스,540 C456c10K화
AJ1107647,물리학전공,20131111,2010,(레이먼드 창의) 일반화학,2010,"Chang, Raymond",사이플러스,540 C456c10K화
AJ1108122,화학전공,20130305,2011,일반화학,2001,"Brown, Theodore L",녹문당,540 B881c8K화녹
AJ1103367,물리학전공,20140515,2007,전자기학,2001,윤영로,피어슨 에듀케이션,537.12 C518fK김
AJ1100807,물리학전공,20110317,2007,전자기학,2001,윤영로,피어슨 에듀케이션,537.12 C518fK김
AJ1103831,물리학전공,20131210,2009,전자기학,2011,"Sadiku, Matthew N. O",진샘미디어,537.1 S125e5K전
AJ1107245,물리학전공,20140902,2012,전자기학,2009,"Lonngren, Karl E",홍릉과학,537 L861f2K김
AJ1107245,물리학전공,20130916,2012,열역학,2005,이덕수,삼경문화사,536.7 이24열
AJ1101956,물리학전공,20110914,2008,열전달,2005,"Holman, J. P",京文社,536.2 H747h9K권
AJ1108115,물리학전공,20140911,2011,광학,2001,장경애,상학당,535 장14광상
AJ1107252,물리학전공,20141120,2012,광학,1996,"Hecht, J",대웅,535 H447o2K장
AJ1105916,물리학전공,20140916,2011,광학,2002,"Hecht, Eugene",斗陽社,535 E87o4K조
AJ1102294,물리학전공,20121023,2008,광학,2002,"Hecht, Eugene",斗陽社,535 E87o4K조
AJ1104962,물리학전공,20140410,2011,양자역학,2009,송희성,교학연구사,530.12 송97양2
AJ1108114,물리학전공,20130414,2011,양자역학,1984,송희성,교학연구사,530.12 송978양
AJ1110994,물리학전공,20140911,2012,양자역학,2007,소천균,인터비젼,530.12 소83양K이
AJ1107252,물리학전공,20140320,2012,양자역학,2007,소천균,인터비젼,530.12 소83양K이
AJ1106101,물리학전공,20140501,2011,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1107245,물리학전공,20140415,2012,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1111057,물리학전공,20140228,2010,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1105647,물리학전공,20140320,2010,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1107650,물리학전공,20130614,2010,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1108116,물리학전공,20130423,2011,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1107246,물리학전공,20130319,2012,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1100661,물리학전공,20120330,2007,양자역학,2006,"Griffiths, David J",청범,530.12 G855iK권
AJ1109062,물리학전공,20140304,2013,일반물리학 실험,2006,장경애,상학당,530.0724 일42장2
AJ1110678,화학전공,20140314,2014,일반물리학 실험,2006,장경애,상학당,530.0724 일42장2
AJ1107510,수학전공,20120327,2012,일반물리학 실험,2006,장경애,상학당,530.0724 일42장2
AJ1107650,물리학전공,20120316,2010,일반물리학 실험,2006,장경애,상학당,530.0724 일42장2
AJ1107650,물리학전공,20120316,2010,일반물리학실험,2000,김영식,북스힐,530.0724 일42김북
AJ1109062,물리학전공,20140304,2013,一般物理學實驗,1995,강원대학교 물리실험교재편찬회,淸文閣,530.0724 강664일
AJ1109145,화학전공,20130317,2013,一般物理學實驗,1995,강원대학교 물리실험교재편찬회,淸文閣,530.0724 강664일
AJ1107728,화학전공,20120920,2012,일반물리학 실험,1994,김태만,형설출판사,530.072 일42김
AJ1109145,화학전공,20130317,2013,物理學實驗,1992,아주대학교 물리학과,아주대학교출판국,530.072 아76물
AJ1105672,화학전공,20140309,2011,대학 물리학,2010,"Young, Hugh D",Pearson,530 Y72u12K대
