번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호,대출한 횟수
AJ1101675,미디어학과,20131108,2008,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,29
AJ1106226,산업공학전공,20131128,2009,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,22
AJ1101675,미디어학과,20131022,2008,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,29
AJ1106226,산업공학전공,20131114,2009,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,22
AJ1101093,정보컴퓨터공학전공,20130830,2007,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,18
AJ1101093,정보컴퓨터공학전공,20130816,2007,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,18
AJ1101675,미디어학과,20131011,2008,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,29
AJ1107386,경제학전공,20130501,2010,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,31
AJ1100436,정보컴퓨터공학전공,20130220,2006,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,41
AJ1100436,정보컴퓨터공학전공,20130207,2006,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,41
AJ1100436,정보컴퓨터공학전공,20130306,2006,(2008 시나공 Summary) 정보처리기사 필기,2008,길벗 R＆D,길벗,004.076 정45홍2008,41
AJ1110877,경영학전공,20140429,2014,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,23
AJ1105247,금융공학전공,20131210,2011,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,9
AJ1103586,금융공학전공,20131211,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,41
AJ1105251,금융공학전공,20131111,2011,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,32
AJ1108681,금융공학전공,20131104,2013,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,13
AJ1103373,경제학전공,20130610,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,9
AJ1109494,의학전공,20130923,2013,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,19
AJ1105907,경제학전공,20130608,2011,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,31
AJ1105907,경제학전공,20130604,2011,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,31
AJ1103238,경제학전공,20130404,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,20
AJ1105907,경제학전공,20130419,2011,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,31
AJ1103238,경제학전공,20130319,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,20
AJ1103238,경제학전공,20130305,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,20
AJ1103078,정치외교학전공,20120418,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,27
AJ1104575,경제학전공,20120417,2010,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,21
AJ1103078,정치외교학전공,20120601,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,27
AJ1103078,정치외교학전공,20120403,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,27
AJ1103078,정치외교학전공,20120604,2009,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,27
AJ1100841,경제학전공,20120330,2007,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,41
AJ1100841,경제학전공,20120318,2007,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,41
AJ1100841,경제학전공,20120305,2007,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,41
AJ1100838,경제학전공,20110307,2007,(지성의 흐름으로 본) 경제학의 역사,2005,Backhouse Roger E,시아,330.09 B126pK김,39
AJ1106372,건설시스템공학전공,20140617,2011,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,8
AJ1104194,건설시스템공학전공,20150104,2010,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,17
AJ1103931,건설시스템공학전공,20130513,2009,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,33
AJ1103931,건설시스템공학전공,20130430,2009,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,33
AJ1100534,건설시스템공학전공,20130220,2006,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,37
AJ1103931,건설시스템공학전공,20130325,2009,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,33
AJ1101059,건설시스템공학전공,20120430,2007,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,6
AJ1105225,건설시스템공학전공,20120207,2009,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,21
AJ1105225,건설시스템공학전공,20120220,2009,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,21
AJ1100319,건설시스템공학전공,20110720,2006,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,16
AJ1100319,건설시스템공학전공,20110705,2006,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,16
AJ1101177,건설시스템공학전공,20110322,2007,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,38
AJ1101177,건설시스템공학전공,20110523,2007,수리수문학,2008,심기오,한솔아카데미,624.076 수298심7,38
AJ1104181,건설시스템공학전공,20140610,2010,수리수문학,2002,박영태,한국고시회,624.076 박64수2,20
AJ1105718,건설시스템공학전공,20110429,2009,수리수문학,2002,박영태,한국고시회,624.076 박64수2,38
AJ1103549,건설시스템공학전공,20140610,2009,수리수문학,2006,박영태,한국고시회,624.076 박64수개2,5
AJ1101064,건설시스템공학전공,20120510,2007,수리수문학,2006,박영태,한국고시회,624.076 박64수개2,20
AJ1101177,건설시스템공학전공,20110322,2007,수리수문학,2006,박영태,한국고시회,624.076 박64수개2,38
AJ1101395,건설시스템공학전공,20110414,2007,수리수문학,2006,박영태,한국고시회,624.076 박64수개2,16
AJ1101177,건설시스템공학전공,20110414,2007,수리수문학,2006,박영태,한국고시회,624.076 박64수개2,38
AJ1101177,건설시스템공학전공,20110427,2007,수리수문학,2006,박영태,한국고시회,624.076 박64수개2,38
AJ1100534,건설시스템공학전공,20140217,2006,수리수문학,2002,박영태,성안당,624.076 토35성v.2,37
AJ1105717,건설시스템공학전공,20111016,2009,수리수문학,2002,박영태,성안당,624.076 토35성v.2,5
AJ1101177,건설시스템공학전공,20110322,2007,수리수문학,2002,박영태,성안당,624.076 토35성v.2,38
AJ1104825,미디어학과,20140926,2011,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,8
AJ1110987,스마트콘텐츠전공,20140917,2012,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,3
AJ1104825,미디어학과,20140828,2011,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,8
AJ1100159,정보컴퓨터공학전공,20140328,2005,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,3
AJ1104902,정보컴퓨터공학전공,20140703,2011,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,3
AJ1105365,정보컴퓨터공학전공,20140804,2010,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,31
AJ1101459,전자공학전공,20141001,2008,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,17
AJ1102634,정보컴퓨터공학전공,20131228,2009,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,38
AJ1105230,미디어학과,20131016,2010,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,29
AJ1102634,정보컴퓨터공학전공,20140111,2009,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,38
AJ1105230,미디어학과,20131030,2010,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,29
AJ1101725,기계공학과,20130813,2008,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,23
AJ1102634,정보컴퓨터공학전공,20130724,2009,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,38
AJ1101725,기계공학과,20130730,2008,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,23
AJ1107270,정보컴퓨터공학전공,20130917,2012,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,8
AJ1101784,미디어학과,20131002,2008,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,2
AJ1102634,정보컴퓨터공학전공,20130710,2009,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,38
AJ1102290,정보컴퓨터공학전공,20130207,2008,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,13
AJ1100463,산업공학전공,20120518,2006,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,15
AJ1100408,수학전공,20111122,2006,(뇌를 자극하는) Java 프로그래밍,2006,김윤명,한빛미디어,005.133 김66j,17
AJ1104533,화학공학전공,20141103,2010,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,7
AJ1106464,화학공학전공,20140327,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,23
AJ1106504,화학공학전공,20140905,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,31
AJ1106464,화학공학전공,20141007,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,23
AJ1106461,화학공학전공,20141005,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,32
AJ1103977,화학공학전공,20140306,2010,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,34
AJ1109201,화학공학전공,20140913,2013,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,6
AJ1106461,화학공학전공,20141108,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,32
AJ1106517,화학공학전공,20141105,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,35
AJ1104544,화학공학전공,20140306,2010,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,11
AJ1106407,화학공학전공,20140428,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,18
AJ1106511,화학공학전공,20140306,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,36
AJ1107199,화학공학전공,20130405,2012,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,7
AJ1107199,화학공학전공,20130329,2012,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,7
AJ1103575,화학공학전공,20121026,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,13
AJ1104486,화학공학전공,20130315,2010,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,26
AJ1103285,화학공학전공,20120924,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,28
AJ1103285,화학공학전공,20121008,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,28
AJ1106656,응용화학생명공학전공,20120501,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,20
AJ1103285,화학공학전공,20120901,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,28
AJ1103285,화학공학전공,20120909,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,28
AJ1106656,응용화학생명공학전공,20120417,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,20
AJ1103576,화학공학전공,20120427,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,10
AJ1103268,응용화학생명공학전공,20120325,2009,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,12
AJ1102166,화학공학전공,20120308,2008,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,15
AJ1105843,화학공학전공,20120309,2011,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,24
AJ1104336,화학공학전공,20110426,2010,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,37
AJ1100669,화학공학전공,20110426,2007,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,13
AJ1102163,화학공학전공,20110403,2008,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,23
AJ1100669,화학공학전공,20110510,2007,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,13
AJ1101522,화학공학전공,20110310,2008,(디스플레이) 화학공학 실험,2007,정우식,아진,660.28 화92정,9
AJ1110929,문화콘텐츠학전공,20141107,2012,太白山脈,1986,조정래,해냄,811.3 조74태해,40
AJ1101793,신소재공학전공,20140530,2008,太白山脈,1986,조정래,해냄,811.3 조74태해,7
AJ1110929,문화콘텐츠학전공,20141028,2012,太白山脈,1986,조정래,해냄,811.3 조74태해,40
AJ1110929,문화콘텐츠학전공,20141120,2012,太白山脈,1986,조정래,해냄,811.3 조74태해,40
AJ1109244,문화콘텐츠학전공,20141114,2013,太白山脈,1986,조정래,해냄,811.3 조74태해,21
AJ1109244,문화콘텐츠학전공,20141114,2013,太白山脈,1986,조정래,해냄,811.3 조74태해,21
AJ1109244,문화콘텐츠학전공,20141114,2013,太白山脈,1986,조정래,해냄,811.3 조74태해,21
AJ1101067,건설시스템공학전공,20140418,2007,太白山脈,1986,조정래,해냄,811.3 조74태해,23
AJ1110929,문화콘텐츠학전공,20141007,2012,太白山脈,1986,조정래,해냄,811.3 조74태해,40
AJ1107455,전자공학전공,20140705,2012,太白山脈,1986,조정래,해냄,811.3 조74태해,24
AJ1101262,경영학전공,20110304,2007,太白山脈,1986,조정래,해냄,811.3 조74태해,13
AJ1101262,경영학전공,20110304,2007,太白山脈,1986,조정래,해냄,811.3 조74태해,13
AJ1101262,경영학전공,20110304,2007,太白山脈,1986,조정래,해냄,811.3 조74태해,13
AJ1110929,문화콘텐츠학전공,20141107,2012,太白山脈,1986,조정래,해냄,811.3 조74태해3,40
AJ1101067,건설시스템공학전공,20140418,2007,太白山脈,1986,조정래,해냄,811.3 조74태해3,23
AJ1109822,문화콘텐츠학전공,20141113,2014,太白山脈,1986,조정래,해냄,811.3 조74태해3,23
AJ1109822,문화콘텐츠학전공,20141113,2014,太白山脈,1986,조정래,해냄,811.3 조74태해3,23
AJ1109822,문화콘텐츠학전공,20141113,2014,太白山脈,1986,조정래,해냄,811.3 조74태해3,23
AJ1109446,심리학전공,20141124,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1102482,경영학전공,20141008,2009,太白山脈,2003,조정래,해냄,811.37 조74태해,22
AJ1102482,경영학전공,20141008,2009,太白山脈,2003,조정래,해냄,811.37 조74태해,22
AJ1106619,기계공학과,20150121,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,20
AJ1106619,기계공학과,20150121,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,20
AJ1106750,경영학전공,20141001,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,22
AJ1110193,기계공학과,20150214,2014,太白山脈,2003,조정래,해냄,811.37 조74태해,5
AJ1110193,기계공학과,20150214,2014,太白山脈,2003,조정래,해냄,811.37 조74태해,5
AJ1110193,기계공학과,20150214,2014,太白山脈,2003,조정래,해냄,811.37 조74태해,5
AJ1103807,경영학전공,20140411,2009,太白山脈,2003,조정래,해냄,811.37 조74태해,40
AJ1109222,사학전공,20140905,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1109446,심리학전공,20141210,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1109222,사학전공,20140903,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1109446,심리학전공,20141111,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1108644,소프트웨어융합전공,20140724,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,20
AJ1107145,건축공학전공,20140915,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1109446,심리학전공,20141030,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1109222,사학전공,20140901,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1106619,기계공학과,20150121,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,20
AJ1110646,경영학전공,20140523,2014,太白山脈,2003,조정래,해냄,811.37 조74태해,21
AJ1103315,영어영문학전공,20141229,2009,太白山脈,2003,조정래,해냄,811.37 조74태해,35
AJ1107874,e-비즈니스학전공,20130514,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,15
AJ1108719,건축학과,20131010,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,25
AJ1108719,건축학과,20130925,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,25
AJ1109097,응용화학생명공학전공,20130903,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,10
AJ1109097,응용화학생명공학전공,20130903,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,10
AJ1103626,간호학부,20130424,2009,太白山脈,2003,조정래,해냄,811.37 조74태해,26
AJ1103626,간호학부,20130424,2009,太白山脈,2003,조정래,해냄,811.37 조74태해,26
AJ1107874,e-비즈니스학전공,20130501,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,15
AJ1109341,심리학전공,20130410,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,19
AJ1109341,심리학전공,20130424,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,19
AJ1107283,스마트콘텐츠전공,20121123,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1104549,경영학전공,20121118,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,31
AJ1109341,심리학전공,20130325,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,19
AJ1109341,심리학전공,20130314,2013,太白山脈,2003,조정래,해냄,811.37 조74태해,19
AJ1107283,스마트콘텐츠전공,20121109,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,17
AJ1107436,건축학과,20120925,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1104549,경영학전공,20121024,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,31
AJ1102389,전자공학전공,20120620,2008,太白山脈,2003,조정래,해냄,811.37 조74태해,33
AJ1102389,전자공학전공,20120620,2008,太白山脈,2003,조정래,해냄,811.37 조74태해,33
AJ1107436,건축학과,20120928,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1107436,건축학과,20120925,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1104634,미디어학과,20120712,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,13
AJ1107436,건축학과,20120911,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1104634,미디어학과,20120806,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,13
AJ1104634,미디어학과,20120806,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,13
AJ1104634,미디어학과,20120814,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,13
AJ1104634,미디어학과,20120725,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,13
AJ1104634,미디어학과,20120828,2010,太白山脈,2003,조정래,해냄,811.37 조74태해,13
AJ1107436,건축학과,20120624,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1107436,건축학과,20120624,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1107436,건축학과,20120624,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1107436,건축학과,20120312,2012,太白山脈,2003,조정래,해냄,811.37 조74태해,18
AJ1106026,전자공학전공,20110314,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,12
AJ1106026,전자공학전공,20110314,2011,太白山脈,2003,조정래,해냄,811.37 조74태해,12
AJ1101793,신소재공학전공,20140530,2008,太白山脈,1987,조정래,한길사,811.3 조74태,7
AJ1105159,경영학전공,20130904,2010,太白山脈,1987,조정래,한길사,811.3 조74태,33
AJ1102430,응용화학생명공학전공,20140114,2008,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,31
AJ1105120,생명공학전공,20130905,2010,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,8
AJ1104137,응용화학생명공학전공,20130502,2010,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,26
AJ1108632,기계공학과,20130425,2013,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,20
AJ1108218,응용화학생명공학전공,20130527,2013,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,32
AJ1107244,응용화학생명공학전공,20130324,2012,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,38
AJ1107244,응용화학생명공학전공,20130311,2012,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,38
AJ1102076,응용화학생명공학전공,20120613,2008,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,32
AJ1102867,생명공학전공,20110330,2009,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,38
AJ1100071,전자공학전공,20110401,2004,(왓슨) 분자생물학,2007,Watson James D,월드사이언스,572.8 M718w5K양,37
AJ1107540,영어영문학전공,20141125,2012,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,19
AJ1101666,응용화학생명공학전공,20140311,2008,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,18
AJ1108092,생명공학전공,20141010,2013,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,13
AJ1107540,영어영문학전공,20141028,2012,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,19
AJ1107658,생명공학전공,20140905,2010,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,8
AJ1108084,생명공학전공,20140428,2013,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,22
AJ1107540,영어영문학전공,20141021,2012,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,19
AJ1108084,생명공학전공,20140517,2013,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,22
AJ1108172,생명공학전공,20140918,2013,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,15
AJ1107525,소프트웨어융합전공,20150105,2012,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,18
AJ1107540,영어영문학전공,20140924,2012,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,19
AJ1106731,생명공학전공,20131121,2011,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,32
AJ1106731,생명공학전공,20131028,2011,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,32
AJ1104579,응용화학생명공학전공,20131104,2010,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,28
AJ1106731,생명공학전공,20131107,2011,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,32
AJ1106731,생명공학전공,20131001,2011,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,32
AJ1106731,생명공학전공,20131015,2011,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,32
AJ1107244,응용화학생명공학전공,20130501,2012,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,38
AJ1106353,응용화학생명공학전공,20130413,2011,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,38
AJ1100037,미디어학과,20120204,2001,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,6
AJ1101416,의학전공,20110314,1998,(왓슨) 분자생물학,2010,Watson James D. 1928-,월드사이언스,572.8 M718w6K양,26
AJ1103904,수학전공,20110302,2008,확률의 입문,2007,Ross Sheldon M,자유아카데미,519.2 R826f7K강,35
AJ1100148,정보컴퓨터공학전공,20110410,2005,확률의 입문,2007,Ross Sheldon M,자유아카데미,519.2 R826f7K강,21
AJ1100148,정보컴퓨터공학전공,20110406,2005,확률의 입문,2007,Ross Sheldon M,자유아카데미,519.2 R826f7K강,21
AJ1104465,금융공학전공,20140701,2010,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,32
AJ1107503,수학전공,20141214,2012,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,11
AJ1102985,수학전공,20130903,2009,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,27
AJ1105597,수학전공,20130616,2010,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,19
AJ1105594,수학전공,20130530,2010,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,12
AJ1108989,수학전공,20130912,2013,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,3
AJ1100862,경영학전공,20121011,2007,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,28
AJ1102633,전자공학전공,20120530,2009,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,38
AJ1102633,전자공학전공,20120525,2009,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,38
AJ1100148,정보컴퓨터공학전공,20110628,2005,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,21
AJ1105017,금융공학전공,20110612,2011,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,39
AJ1101010,산업공학전공,20110414,2007,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,17
AJ1100148,정보컴퓨터공학전공,20110330,2005,확률의 입문,2003,Ross Sheldon M,자유아카데미,519.2 R838f6K강,21
AJ1108681,금융공학전공,20130925,2013,확률의 입문,1993,Ross Sheldon M,自由아카데미,519.2 R826f3K우,13
AJ1105407,미디어학과,20141014,2010,응용 운영 체제 개념,2003,Silberschatz Abraham,홍릉과학,005.43 S582aK조증,29
AJ1104632,미디어학과,20140513,2010,응용 운영 체제 개념,2003,Silberschatz Abraham,홍릉과학,005.43 S582aK조증,32
AJ1105345,정보컴퓨터공학전공,20140929,2010,응용 운영 체제 개념,2003,Silberschatz Abraham,홍릉과학,005.43 S582aK조증,2
