번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호,대출한 횟수
AJ1105475,전자공학전공,20140319,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,24
AJ1107773,전자공학전공,20150213,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,18
AJ1106678,전자공학전공,20140521,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1105475,전자공학전공,20140305,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,24
AJ1106678,전자공학전공,20140614,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1106678,전자공학전공,20140428,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1105733,전자공학전공,20140911,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,22
AJ1105733,전자공학전공,20141125,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,22
AJ1105475,전자공학전공,20140401,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,24
AJ1105052,전자공학전공,20140901,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,12
AJ1106678,전자공학전공,20140901,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1107450,전자공학전공,20131208,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1107450,전자공학전공,20131124,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1104448,전자공학전공,20130906,2010,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,3
AJ1107450,전자공학전공,20131106,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1107450,전자공학전공,20130909,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1107450,전자공학전공,20131021,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1102633,전자공학전공,20130515,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,38
AJ1102633,전자공학전공,20130502,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,38
AJ1107450,전자공학전공,20131008,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1102861,전자공학전공,20130902,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,35
AJ1104448,전자공학전공,20130921,2010,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,3
AJ1107450,전자공학전공,20130922,2012,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1102633,전자공학전공,20130407,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,38
AJ1103670,전자공학전공,20121019,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1102633,전자공학전공,20130325,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,38
AJ1103670,전자공학전공,20130306,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1103670,전자공학전공,20121021,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1103677,전자공학전공,20121108,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1106754,전자공학전공,20120928,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1101493,전자공학전공,20121004,2008,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,30
AJ1103677,전자공학전공,20120919,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1103670,전자공학전공,20120914,2009,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,20
AJ1102412,전자공학전공,20120827,2008,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,16
AJ1106754,전자공학전공,20120828,2011,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,32
AJ1101354,전자공학전공,20110827,2007,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,24
AJ1101354,전자공학전공,20110303,2007,Field and wave electromagnetics,1989,Cheng David K,Addison-Wesley,530.141 C518f2,24
AJ1109825,문화콘텐츠학전공,20140325,2014,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,7
AJ1105393,경영학전공,20141031,2010,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,31
AJ1105140,경제학전공,20131120,2010,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,16
AJ1105140,경제학전공,20131204,2010,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,16
AJ1108208,응용화학생명공학전공,20130604,2013,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,3
AJ1104661,영어영문학전공,20130506,2010,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,21
AJ1107964,소프트웨어융합전공,20130225,2012,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,13
AJ1107964,소프트웨어융합전공,20130306,2012,유토피아,2012,More Thomas,열린책들,823.4 M836uK전,13
AJ1109759,국어국문학전공,20141104,2014,유토피아,2003,More Thomas,육문사,321.07 M836uK박,3
AJ1105492,영어영문학전공,20110507,2010,유토피아,2003,More Thomas,육문사,321.07 M836uK박,29
AJ1109724,국어국문학전공,20141104,2014,유토피아,2002,More Thomas Sir Saint,범우사,321.07 M844uK황4,20
AJ1109946,문화콘텐츠학전공,20140513,2014,유토피아,2002,More Thomas Sir Saint,범우사,321.07 M844uK황4,2
AJ1109247,문화콘텐츠학전공,20131125,2013,유토피아,2002,More Thomas Sir Saint,범우사,321.07 M844uK황4,20
AJ1110538,산업공학전공,20140904,2014,유토피아,2008,More Thomas,범우,321.07 M836uK황개,2
AJ1109872,문화콘텐츠학전공,20140416,2014,유토피아,2008,More Thomas,범우,321.07 M836uK황개,7
AJ1110027,국어국문학전공,20141031,2014,유토피아,2008,More Thomas,범우,321.07 M836uK황개,2
AJ1109743,사학전공,20140509,2014,유토피아,2008,More Thomas,범우,321.07 M836uK황개,17
AJ1109236,문화콘텐츠학전공,20131213,2013,유토피아,2008,More Thomas,범우,321.07 M836uK황개,9
AJ1108345,영어영문학전공,20131120,2013,유토피아,2008,More Thomas,범우,321.07 M836uK황개,3
AJ1108959,산업공학전공,20140102,2013,유토피아,2008,More Thomas,범우,321.07 M836uK황개,15
AJ1104718,사학전공,20120919,2009,유토피아,2008,More Thomas,범우,321.07 M836uK황개,17
AJ1101520,영어영문학전공,20120502,2008,유토피아,2008,More Thomas,범우,321.07 M836uK황개,21
AJ1108332,영어영문학전공,20140826,2013,유토피아,2006,More Thomas,돋을새김,321.07 M836uK권,14
AJ1105460,경영학전공,20140714,2010,유토피아,2006,More Thomas,돋을새김,321.07 M836uK권,12
AJ1109242,문화콘텐츠학전공,20131213,2013,유토피아,2006,More Thomas,돋을새김,321.07 M836uK권,17
AJ1109587,영어영문학전공,20131120,2013,유토피아,2006,More Thomas,돋을새김,321.07 M836uK권,33
AJ1105546,영어영문학전공,20120503,2010,유토피아,2006,More Thomas,돋을새김,321.07 M836uK권,24
AJ1106275,행정학전공,20111010,2011,유토피아,2006,More Thomas,돋을새김,321.07 M836uK권,30
AJ1104620,영어영문학전공,20110429,2010,유토피아,1994,More Thomas,육문사,335.02 M835유K박,13
AJ1107007,스마트콘텐츠전공,20150102,2012,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,31
AJ1107012,경제학전공,20120614,2012,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,25
AJ1107012,경제학전공,20120531,2012,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,25
AJ1101366,산업공학과,20110920,2007,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,15
AJ1107398,미디어학과,20111228,2011,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,18
AJ1101366,산업공학과,20110906,2007,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,15
AJ1101366,산업공학과,20111114,2007,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,15
AJ1101418,건축공학전공,20110521,2008,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,31
AJ1101418,건축공학전공,20110413,2008,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,31
AJ1106596,신소재공학전공,20110602,2011,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,5
AJ1101506,기계공학과,20110829,2008,Calculus,2003,Stewart James 1941-,Thomson/Brooks/Cole,515.15 S849c5,39
AJ1106115,기계공학과,20140717,2011,Calculus,2007,Varberg Dale E,Pearson Prentice Hall,515.3 V288c9,4
AJ1110777,화학전공,20141128,2014,Calculus,2007,Varberg Dale E,Pearson Prentice Hall,515.3 V288c9,6
AJ1110777,화학전공,20141006,2014,Calculus,2007,Varberg Dale E,Pearson Prentice Hall,515.3 V288c9,6
AJ1110777,화학전공,20141028,2014,Calculus,2007,Varberg Dale E,Pearson Prentice Hall,515.3 V288c9,6
AJ1106115,기계공학과,20140630,2011,Calculus,2007,Varberg Dale E,Pearson Prentice Hall,515.3 V288c9,4
AJ1105310,생명공학전공,20141230,2010,Calculus,2007,Varberg Dale E,Pearson Prentice Hall,515.3 V288c9,16
AJ1101145,산업공학과,20120629,2007,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,36
AJ1106311,산업공학과,20111128,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,28
AJ1106311,산업공학과,20111212,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,28
AJ1101418,건축공학전공,20110618,2008,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,31
AJ1106311,산업공학과,20111116,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,28
AJ1101615,화학공학전공,20120302,2008,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,15
AJ1106862,정보컴퓨터공학전공,20110830,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,40
AJ1104693,경제학전공,20110609,2010,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,16
AJ1106311,산업공학과,20111103,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,28
AJ1105222,기계공학과,20110921,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,2
AJ1101418,건축공학전공,20110323,2008,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,31
AJ1104693,경제학전공,20110522,2010,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,16
AJ1104693,경제학전공,20110509,2010,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,16
AJ1104693,경제학전공,20110411,2010,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,16
AJ1104693,경제학전공,20110419,2010,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849ce6,16
AJ1108856,기계공학과,20130329,2013,Calculus,2005,Hughes-Hallett Deborah,Wiley,515 C144c4,5
AJ1100340,정보컴퓨터공학전공,20140312,2006,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,16
AJ1106887,산업공학과,20131204,2012,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,37
AJ1100568,기계공학과,20130415,2006,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,29
AJ1100568,기계공학과,20130429,2006,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,29
AJ1100978,화학전공,20130114,2007,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,5
AJ1100978,화학전공,20121231,2007,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,5
AJ1107518,화학공학전공,20121204,2012,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,7
AJ1107062,기계공학과,20120716,2010,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,13
AJ1100727,건설시스템공학전공,20120906,2007,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,14
AJ1102823,경제학전공,20120705,2009,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,33
AJ1100093,기계공학과,20120702,2004,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,2
AJ1101615,화학공학전공,20110914,2008,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,15
AJ1106742,정보컴퓨터공학전공,20110916,2011,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,30
AJ1101009,산업공학과,20110831,2007,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,16
AJ1100148,정보컴퓨터공학전공,20110315,2005,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,21
AJ1100148,정보컴퓨터공학전공,20110328,2005,Calculus,2008,Stewart James,Thomson Brooks/Cole,515 S849c6,21
AJ1107080,수학전공,20121231,2010,Calculus,2007,Salas Saturnino L,John Wiley & Sons,515 S161c10,7
AJ1106533,미디어학과,20111012,2011,Calculus,2004,Stewart James,Brooks/Cole,515 S849c2,13
AJ1101141,정보컴퓨터공학전공,20140124,2007,Calculus,2003,Stewart James,Thomson Brooks/Cole,515 S849c5,37
AJ1100476,e-비즈니스학전공,20110901,2006,Calculus,2003,Stewart James,Thomson Brooks/Cole,515 S849c5,10
AJ1101135,경영학전공,20110701,2007,Calculus,2003,Stewart James,Thomson Brooks/Cole,515 S849c5,3
AJ1105203,전자공학전공,20140623,2010,Calculus,2012,Stewart James,Brooks/Cole-Cengage Learning,515 S849c7,6
AJ1108758,금융공학전공,20140509,2013,Calculus,2012,Stewart James,Brooks/Cole-Cengage Learning,515 S849c7,14
AJ1106610,화학전공,20131127,2011,Calculus,2012,Stewart James,Brooks/Cole-Cengage Learning,515 S849c7,22
AJ1107062,기계공학과,20120723,2010,Calculus,2012,Stewart James,Brooks/Cole-Cengage Learning,515 S849c7,13
AJ1110264,생명공학전공,20140317,2014,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,5
AJ1106889,산업공학전공,20140404,2012,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,8
AJ1101771,생명공학전공,20150119,2008,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,24
AJ1105080,금융공학전공,20140701,2011,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,6
AJ1103558,화학공학전공,20141104,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,6
AJ1103197,화학전공,20150117,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,37
AJ1105203,전자공학전공,20150114,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,6
AJ1101771,생명공학전공,20140902,2008,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,24
AJ1110779,화학전공,20140311,2014,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,7
AJ1101581,전자공학전공,20140304,2008,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,20
AJ1102784,정보컴퓨터공학전공,20140630,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,16
AJ1102991,전자공학전공,20140403,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,9
AJ1100340,정보컴퓨터공학전공,20140402,2006,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,16
AJ1102991,전자공학전공,20140605,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,9
AJ1101771,생명공학전공,20141229,2008,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,24
AJ1102991,전자공학전공,20141004,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,9
AJ1103089,산업공학전공,20140901,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,25
AJ1102991,전자공학전공,20140317,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,9
AJ1104225,생명공학전공,20140304,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,4
AJ1110264,생명공학전공,20141208,2014,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,5
AJ1102991,전자공학전공,20140421,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,9
AJ1110172,생명공학전공,20140304,2014,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,37
AJ1100029,신소재공학전공,20140902,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,19
AJ1103089,산업공학전공,20141113,2009,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,25
AJ1106165,미디어학과,20140919,2011,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,8
AJ1100340,정보컴퓨터공학전공,20141111,2006,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,16
AJ1104675,화학공학전공,20141211,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,10
AJ1100670,화학공학전공,20140321,2007,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,17
AJ1105407,미디어학과,20131202,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,29
AJ1105407,미디어학과,20131216,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,29
AJ1105407,미디어학과,20131118,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,29
AJ1105407,미디어학과,20131104,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,29
AJ1100946,미디어학과,20130906,2007,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,17
AJ1105230,미디어학과,20130917,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,29
AJ1105407,미디어학과,20131014,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,29
AJ1104645,화학공학전공,20130913,2010,Calculus,2009,Varberg Dale E,Pearson/Prentice Hall,515 V288c,37
AJ1104428,영어영문학전공,20140421,2010,Consumer behavior,1991,Schiffman Leon G,Prentice-Hall,658.834 S333C4,39
AJ1107094,경영학전공,20131212,2010,Consumer behavior,1991,Schiffman Leon G,Prentice-Hall,658.834 S333C4,10
AJ1102606,경영학전공,20121004,2009,Consumer behavior,1991,Schiffman Leon G,Prentice-Hall,658.834 S333C4,19
AJ1102606,경영학전공,20121016,2009,Consumer behavior,1991,Schiffman Leon G,Prentice-Hall,658.834 S333C4,19
AJ1104428,영어영문학전공,20140421,2010,Consumer behavior,1978,Schiffman Leon G,Prentice-Hall,658.834 S333C,39
AJ1105312,경영학전공,20121008,2010,Consumer behavior,1978,Schiffman Leon G,Prentice-Hall,658.834 S333C,30
AJ1104528,경영학전공,20120329,2010,Consumer behavior,1978,Schiffman Leon G,Prentice-Hall,658.834 S333C,32
AJ1101667,영어영문학전공,20120409,2008,Consumer behavior,2001,Hawkins Del I,Irwin/McGraw Hill,658.83240973 H393c8,15
AJ1108185,경영학전공,20140404,2011,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,15
AJ1108185,경영학전공,20140507,2011,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,15
AJ1107792,경영학전공,20131126,2012,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,18
AJ1107799,경영학전공,20131031,2012,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,33
AJ1107799,경영학전공,20131113,2012,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,33
AJ1107792,경영학전공,20131205,2012,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,18
AJ1100610,경영학전공,20130902,2006,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,12
AJ1107158,경영학전공,20130617,2010,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,11
AJ1106443,경영학전공,20130417,2011,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,22
AJ1105743,미디어학과,20130319,2011,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,31
AJ1107093,경영학전공,20130305,2010,Consumer behavior,2004,Assael Henry,Houghton Mifflin,658.834 A844c,12
AJ1107010,문화콘텐츠학전공,20141017,2012,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,20
AJ1103074,경제학전공,20140527,2009,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,11
AJ1105702,경영학전공,20140306,2011,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,28
AJ1107905,경영학전공,20141007,2012,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,6
AJ1106248,경영학전공,20140929,2011,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,5
AJ1103074,경제학전공,20140331,2009,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,11
AJ1106493,미디어학과,20131205,2011,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,19
AJ1105190,e-비즈니스학전공,20131121,2010,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,17
AJ1105190,e-비즈니스학전공,20131110,2010,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,17
AJ1106493,미디어학과,20131009,2011,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,19
AJ1106493,미디어학과,20130925,2011,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,19
AJ1103317,경영학전공,20130604,2009,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,13
AJ1107100,경영학전공,20130409,2010,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,35
AJ1102554,경영학전공,20130304,2009,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,39
AJ1102406,경영학전공,20120225,2008,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,10
AJ1102406,경영학전공,20120214,2008,Consumer behavior,2010,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c10g,10
AJ1101667,영어영문학전공,20120409,2008,Consumer behavior,2007,Solomon Michael R,Pearson/Prentice Hall,658.8342 S689c7,15
AJ1101667,영어영문학전공,20120312,2008,Consumer behavior,2007,Solomon Michael R,Pearson/Prentice Hall,658.8342 S689c7,15
AJ1105792,경영학전공,20141006,2011,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,27
AJ1108195,경영학전공,20140529,2011,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,19
AJ1107056,경영학전공,20141201,2012,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,8
AJ1103448,경제학전공,20140414,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,9
AJ1107792,경영학전공,20131126,2012,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,18
AJ1105190,e-비즈니스학전공,20131205,2010,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,17
AJ1107792,경영학전공,20131205,2012,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,18
AJ1107792,경영학전공,20131010,2012,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,18
AJ1104695,경영학전공,20121106,2010,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,32
AJ1100525,경제학전공,20111206,2006,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,22
AJ1105162,경영학전공,20120309,2010,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,26
AJ1100525,경제학전공,20111004,2006,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,22
AJ1102571,경영학전공,20111214,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,33
AJ1102571,경영학전공,20111108,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,33
AJ1102571,경영학전공,20111101,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,33
AJ1100525,경제학전공,20110905,2006,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,22
AJ1102571,경영학전공,20110926,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,33
AJ1102571,경영학전공,20110928,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,33
AJ1100525,경제학전공,20111021,2006,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,22
AJ1102571,경영학전공,20110908,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,33
AJ1102556,경영학전공,20110608,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,34
AJ1102556,경영학전공,20110317,2009,Consumer behavior,2007,Schiffman Leon G,Pearson Prentice Hall,658.834 S333c9,34
AJ1109948,문화콘텐츠학전공,20140708,2014,심리학개론,1994,Kagan,형설출판사,150.1 K11P4K김,16
AJ1106973,행정학전공,20120511,2012,심리학개론,1987,Wortman Camille B,法文社,150.1 W935pK이,32
AJ1106069,간호학부,20111018,2011,심리학개론,1994,안근식,형설출판사,150.1 안17심,23
AJ1105004,심리학전공,20110316,2011,심리학개론,1994,안근식,형설출판사,150.1 안17심,33
AJ1105539,간호학부,20110511,2010,심리학개론,1991,Atkinson Rita L,博英社,150 A877i9K홍단,11
AJ1108892,미디어학과,20140413,2013,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,8
AJ1108764,간호학부,20141027,2013,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,15
AJ1108892,미디어학과,20140526,2013,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,8
AJ1104892,미디어학과,20140324,2011,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,6
AJ1103815,미디어학과,20130402,2009,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,14
AJ1107492,미디어학과,20130322,2012,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,18
AJ1103420,사학전공,20120509,2009,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,26
AJ1106087,간호학부,20111007,2011,심리학개론,2011,Schacter Daniel L,시그마프레스,150 S291pK민,9
