,번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
1596,AJ1110632,경영학전공,20140926,2014,(스토리텔링으로 누구나 쉽게 배우는) 회계학 콘서트,2008,임총,한국경제신문 한경BP,657 임84교K박
1601,AJ1103823,경영학전공,20141027,2009,(스토리텔링으로 누구나 쉽게 배우는) 회계학 콘서트,2008,임총,한국경제신문 한경BP,657 임84교K박
1603,AJ1105470,e-비즈니스학전공,20111008,2011,(스토리텔링으로 누구나 쉽게 배우는) 회계학 콘서트,2008,임총,한국경제신문 한경BP,657 임84교K박
1604,AJ1105786,경영학전공,20110719,2011,(스토리텔링으로 누구나 쉽게 배우는) 회계학 콘서트,2008,임총,한국경제신문 한경BP,657 임84교K박
1606,AJ1111037,경영학전공,20140425,2012,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1607,AJ1106529,경영학전공,20140905,2011,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1609,AJ1103384,경영학전공,20140117,2009,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1610,AJ1102487,경영학전공,20130711,2009,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1615,AJ1101032,경영학전공,20110506,2007,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1616,AJ1105558,경영학전공,20110506,2010,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1617,AJ1102296,경영학전공,20110509,2008,회계 천재가 된 홍대리,2007,손봉석,다산북스,657 손45회
1618,AJ1110826,경영학전공,20140905,2014,회계학원론,2012,김호중,창민사,657 김95회7
1620,AJ1108340,경영학전공,20140327,2013,회계학원론,2012,김호중,창민사,657 김95회7
1621,AJ1110637,경영학전공,20140803,2014,회계학원론,2011,김호중,창민사,657 김95회6
1622,AJ1110819,경영학전공,20140903,2014,회계학원론,2011,김호중,창민사,657 김95회6
1623,AJ1103921,e-비즈니스학전공,20130917,2010,회계학원론,2011,김호중,창민사,657 김95회6
1625,AJ1101544,경영학전공,20120521,2008,회계학원론,2011,김호중,창민사,657 김95회6
1626,AJ1109961,금융공학전공,20140925,2014,회계학원론,2009,김호중,창민사,657 김95회5
1630,AJ1107085,경영학전공,20120618,2010,회계학원론,2008,김호중,창민사,657 김95회3
1631,AJ1107082,경영학전공,20120427,2010,회계학원론,2008,김호중,창민사,657 김95회3
1632,AJ1100442,경영학전공,20110905,2006,회계학원론,2008,김호중,창민사,657 김95회3
1633,AJ1104656,경영학전공,20110330,2010,회계학원론,2007,김호중,창민사,657 김95회2
1637,AJ1102479,경영학전공,20110404,2009,회계학원론,2007,김복구,한올,657 김45회개
1644,AJ1102944,경영학전공,20130902,2009,천 번을 흔들려야 어른이 된다,2012,김난도,오우아,650.19842 김192천
1673,AJ1101307,e-비즈니스학전공,20140905,2007,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
1676,AJ1100230,경영학전공,20140409,2005,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
1678,AJ1105135,e-비즈니스학전공,20140801,2010,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
1679,AJ1103351,경영학전공,20140404,2009,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
1680,AJ1106582,경영학전공,20140327,2011,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
1681,AJ1102374,경영학전공,20130903,2008,기적의 자소서 합격 사례 30,2013,조민혁,조선에듀케이션,650.142 조38기합
1682,AJ1104434,경영학전공,20140324,2010,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
1686,AJ1106582,경영학전공,20140424,2011,뽑히는 자기소개서,2011,신길자,서울문화사,650.142 뽑98신
1695,AJ1104434,경영학전공,20140303,2010,(남의 것을 훔쳐보며 터득하는) 자기소개서 비법노트,2012,김세준,북마에스트로,650.142 김54자
1704,AJ1105667,경영학전공,20140821,2011,대기업 합격 자기소개서 사례 및 해설집,2012,김세준,북마에스트로,650.142 김54대
1708,AJ1100230,경영학전공,20140409,2005,대기업 합격 자기소개서 사례 및 해설집,2012,김세준,북마에스트로,650.142 김54대
1712,AJ1111043,경영학전공,20150203,2012,공모전 입상 실전공식,2010,하하하,전나무숲,650.14 하92공
1713,AJ1105881,e-비즈니스학전공,20130710,2011,공모전 입상 실전공식,2010,하하하,전나무숲,650.14 하92공
1716,AJ1101106,경영학전공,20111220,2007,공모전 입상 실전공식,2010,하하하,전나무숲,650.14 하92공
1717,AJ1101030,경영학전공,20120112,2007,공모전 입상 실전공식,2010,하하하,전나무숲,650.14 하92공
1720,AJ1102945,경영학전공,20140303,2009,졸업 전에 취업하라,2012,박천웅,북이십일 21세기북스,650.14 박83졸
1721,AJ1102559,경영학전공,20140517,2009,졸업 전에 취업하라,2012,박천웅,북이십일 21세기북스,650.14 박83졸
1726,AJ1102554,경영학전공,20140828,2009,인생학교,2013,"Krznaric, Roman",쌤앤파커스,650.14 K94hK정
1731,AJ1100230,경영학전공,20140509,2005,(뽑고 싶어 안달 나게 하는) 면접답변법,2013,김세준,나비의활주로,650.114 김54면2013
1733,AJ1110582,경영학전공,20140313,2014,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
1746,AJ1108744,금융공학전공,20131029,2013,아프니까 청춘이다,2010,김난도,쌤앤파커스,650.10842 김192아
1768,AJ1102944,경영학전공,20130904,2009,(김난도의) 내:일,2013,김난도,오우아,650.10842 김192내
1776,AJ1110641,경영학전공,20140305,2014,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
1778,AJ1101662,경영학전공,20140129,2008,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
1779,AJ1102559,경영학전공,20140722,2009,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
1782,AJ1102487,경영학전공,20130704,2009,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
1789,AJ1105082,금융공학전공,20120312,2011,독서 천재가 된 홍 대리,2011,이지성,다산북스,650.1 이78독
1797,AJ1105845,경영학전공,20140627,2011,내게 스무 살이 다시 온다면,2011,이남미,밸류앤북스,650.1 이192내
1805,AJ1102374,경영학전공,20110904,2008,내게 스무 살이 다시 온다면,2011,이남미,밸류앤북스,650.1 이192내
1809,AJ1101659,경영학전공,20140706,2008,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
1810,AJ1104979,경영학전공,20140203,2011,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
1818,AJ1102559,경영학전공,20130103,2009,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
1819,AJ1103015,e-비즈니스학전공,20130110,2009,(유수연의) 독설,2012,유수연,위즈덤하우스,650.1 유56독
1825,AJ1102944,경영학전공,20131002,2009,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
1829,AJ1103025,e-비즈니스학전공,20130326,2009,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
1830,AJ1102551,경영학전공,20120807,2009,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
1831,AJ1104338,경영학전공,20120903,2010,(시골의사 박경철의) 자기혁명,2011,박경철,웅진씽크빅,650.1 박14자
1840,AJ1105989,경영학전공,20141005,2011,지혜의 심리학,2013,김경일,진성북스,650.1 김14지진
1851,AJ1106057,금융공학전공,20110628,2011,바보 빅터,2011,"Posada, Joachim de",한국경제신문 한경BP,650.1 P855vK한
1852,AJ1106053,e-비즈니스학전공,20111203,2011,바보 빅터,2011,"Posada, Joachim de",한국경제신문 한경BP,650.1 P855vK한
1859,AJ1107868,e-비즈니스학전공,20130329,2012,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
1861,AJ1102559,경영학전공,20120727,2009,마시멜로 이야기,2005,"Posada, Joachim de",한국경제신문,650.1 P855dK정
1870,AJ1107868,e-비즈니스학전공,20130401,2012,마시멜로 두 번째 이야기,2007,"Posada, Joachim de",한국경제신문사,650.1 P855dK공 v.2
1874,AJ1102559,경영학전공,20120813,2009,마시멜로 두 번째 이야기,2007,"Posada, Joachim de",한국경제신문사,650.1 P855dK공 v.2
1884,AJ1101030,경영학전공,20140719,2007,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
1887,AJ1110641,경영학전공,20140305,2014,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
1890,AJ1105575,경영학전공,20130520,2010,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
1895,AJ1106057,금융공학전공,20120510,2011,아웃라이어,2009,"Gladwell, Malcolm",김영사,650.1 G543oK노
2165,AJ1106057,금융공학전공,20110622,2011,(대안 없는 대안) 원자력 발전,2005,신부용,생각의나무,621.483 신46원
2240,AJ1106597,경영학전공,20111201,2011,디지털 디자인,2008,"Wakerly, John F",사이텍미디어,621.395 W149d4K김
2978,AJ1107556,경영학전공,20141010,2012,(KUBY) 면역학,2006,"Goldsby, Richard A",월드사이언스,616.079 i33r5K강
2983,AJ1107585,경영학전공,20120530,2012,(KUBY) 면역학,2006,"Goldsby, Richard A",월드사이언스,616.079 i33r5K강
3014,AJ1105522,경영학전공,20120702,2009,(리핀코트의 그림으로 보는) 약리학,2006,"Harvey, Richard A",신일상사,615.1 H342L3K임
3018,AJ1105466,경영학전공,20120911,2010,육식의 종말,2002,"Rifkin, Jeremy",시공사,613.26 R564bK신
3024,AJ1104528,경영학전공,20120415,2010,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
3027,AJ1105335,경영학전공,20120517,2010,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
3029,AJ1105575,경영학전공,20120320,2010,생리심리학,2008,"Carlson, Neil R",박학사,612.82 C284f7K정
3030,AJ1106055,e-비즈니스학전공,20140922,2011,생각하지 않는 사람들,2011,"Carr, Nicholas G",청림,612.80285 C312sK최
3041,AJ1100886,경영학전공,20110926,2007,생각하지 않는 사람들,2011,"Carr, Nicholas G",청림,612.80285 C312sK최
3101,AJ1107556,경영학전공,20140425,2012,생리학,2008,"Fox, Stuart Ira",라이프사이언스,612 F794h10K박
3110,AJ1110584,경영학전공,20141203,2014,(시골의사의) 아름다운 동행,2005,박경철,리더스북,610.92 박14아
3258,AJ1108478,경영학전공,20140429,2013,이기적 유전자,2006,"Dawkins, Richard",을유문화사,574.87322 D271sK홍을
3278,AJ1105441,경영학전공,20110807,2010,이기적 유전자,2006,"Dawkins, Richard",을유문화사,574.87322 D271sK홍을
4596,AJ1102944,경영학전공,20140429,2009,일반화학,2008,"Chang, Raymond",자유아카데미,540 C456g5K일5
4627,AJ1102944,경영학전공,20140407,2009,(Chang) 일반화학,2003,"Chang, Raymond",자유아카데미,540 C456c7K화
4725,AJ1108037,경영학전공,20130930,2012,엔트로피,1983,"Rifkin, Jeremy",圓音出版社,536.73 R564EK김원
4885,AJ1107888,금융공학전공,20131121,2012,대학 물리학,2003,"Young, Hugh D",북스힐,530 Y72u10K대
4889,AJ1102715,e-비즈니스학전공,20130903,2009,대학 물리학,2003,"Young, Hugh D",북스힐,530 Y72u10K대
4998,AJ1102547,경영학전공,20130612,2009,물리학,2004,"Giambattista, Alan",북스힐,530 G432cK물
5056,AJ1103319,경영학전공,20141128,2009,통계학,2007,홍찬식,지인북스,519.5 홍82통
5058,AJ1100862,경영학전공,20121208,2007,통계학,2007,홍찬식,지인북스,519.5 홍82통
5074,AJ1111022,경영학전공,20140526,2012,현대통계학,2010,박정식,다산,519.5 박74현5
5083,AJ1103358,경영학전공,20120926,2009,통계학,2010,류근관,法文社,519.5 류17통2
5096,AJ1108758,금융공학전공,20141106,2013,수리통계학,2008,김홍준,시그마프레스,519.5 김95수수
5100,AJ1104465,금융공학전공,20140730,2010,수리통계학,2012,김우철,민영사,519.5 김66수
5105,AJ1101661,경영학전공,20131016,2008,(이공학도를 위한) 확률 및 통계학,2011,"Walpole, Ronald E",피어슨에듀케이션코리아,519.5 P962r9K김9
5115,AJ1104643,금융공학전공,20140417,2010,(이공계 과학도를 위한)Matlab 사용법과 그 응용,1998,김창근,교우사,519.40285 김82m2
5131,AJ1105251,금융공학전공,20140609,2011,응용수치해석,2003,"Gerald, Curtis F",홍릉과학출판사,519.4 G354a6K권
5135,AJ1110877,경영학전공,20140521,2014,응용수치해석,2005,"Chapra, Steven C",한국맥그로힐,519.4 C467aK손
5174,AJ1108758,금융공학전공,20150211,2013,미분적분학,2005,수학교재편찬위원회,淸文閣,515.3 수92미2
5230,AJ1104559,금융공학전공,20141118,2011,미분적분학,2010,"Stewart, James",경문사,515.3 S849c6K수e
5236,AJ1108747,금융공학전공,20131202,2013,미분적분학,2009,"Stewart, James",淸文閣,515.3 S849c6K수
5275,AJ1108758,금융공학전공,20140509,2013,Calculus,2012,"Stewart, James",Brooks/Cole-Cengage Learning,515 S849c7
5312,AJ1104471,금융공학전공,20110420,2010,선형대수학,2005,한재영,경문사,512.5 한73선5
5313,AJ1104552,금융공학전공,20140414,2010,선형대수학,2003,"Williams, Gareth",사이텍미디어,512.5 W723LK이
5316,AJ1108744,금융공학전공,20140414,2013,선형대수학,2010,"Poole, David",경문사,512.5 P822L2K강
5588,AJ1107909,경영학전공,20140303,2012,과학사신론,1999,김영식,다산출판사,509 김64과신
5603,AJ1105895,경영학전공,20140904,2011,과학사신론,2007,김영식,다산,509 김64과2
5610,AJ1100253,경영학전공,20121226,2005,과학사신론,2007,김영식,다산,509 김64과2
5613,AJ1100271,경영학전공,20120615,2006,과학사신론,2007,김영식,다산,509 김64과2
5615,AJ1110581,경영학전공,20140613,2014,(정재승의) 과학 콘서트,2011,정재승,어크로스,502 정73과개증
5618,AJ1105705,e-비즈니스학전공,20120927,2011,(정재승의) 과학 콘서트,2011,정재승,어크로스,502 정73과개증
5639,AJ1100302,경영학전공,20140109,2006,서양과학사상사,2013,"Henry, John",책과함께,501 H522sK노
5640,AJ1101397,e-비즈니스학전공,20140108,2007,서양과학사상사,2013,"Henry, John",책과함께,501 H522sK노
5642,AJ1103582,경영학전공,20131029,2009,서양과학사상사,2013,"Henry, John",책과함께,501 H522sK노
5649,AJ1102487,경영학전공,20130218,2009,Hello! OPIc,2008,이현석,크레듀,428.24 이94h
5658,AJ1103585,경영학전공,20130405,2009,Hello! OPIc,2007,신동일,크레듀,428.24 신25h
5659,AJ1103405,경영학전공,20130417,2009,Hello! OPIc,2007,신동일,크레듀,428.24 신25h
5672,AJ1105709,경영학전공,20141001,2011,(ETS) TOEIC speaking test 공식문제집,2007,Educational Testing Service,YBM Si-sa,428.076 E24t
5673,AJ1103384,경영학전공,20140110,2009,(ETS) TOEIC speaking test 공식문제집,2007,Educational Testing Service,YBM Si-sa,428.076 E24t
5695,AJ1101659,경영학전공,20140705,2008,해커스 토익,2013,"Cho, David",해커스 어학연구소,428 C545해L4
5700,AJ1103807,경영학전공,20121209,2009,해커스 토익,2008,"Cho, David",해커스 어학연구소,428 C545해3
5701,AJ1102571,경영학전공,20130322,2009,해커스 토익,2008,"Cho, David",해커스 어학연구소,428 C545해3
5702,AJ1100301,경영학전공,20120904,2006,해커스 토익,2008,"Cho, David",해커스 어학연구소,428 C545해3
5704,AJ1100027,e-비즈니스학전공,20120330,2002,해커스 토익,2008,"Cho, David",해커스 어학연구소,428 C545해3
5712,AJ1104473,금융공학전공,20110302,2010,(Hackers) TOEFL,2006,"Cho, David",해커스 어학 연구소,428 C545t
5714,AJ1106111,경영학전공,20140925,2011,(New) Top Japanese,2003,三木壽壽惠,시사일본어사,413.8 T673삼개
5718,AJ1105785,경영학전공,20121207,2011,(New) Top Japanese,2007,삼목수수혜,시사일본어사,413.8 T673삼2개
5727,AJ1102503,경영학전공,20131016,2009,일반언어학 강의,2006,"Saussure, Ferdinand de",민음사,410 S259cK최
5738,AJ1101089,경영학전공,20120522,2007,매너의 역사,1995,"Elias, Norbert",신서원,390.09 E42cK유
5740,AJ1104338,경영학전공,20120530,2010,매너의 역사,1995,"Elias, Norbert",신서원,390.09 E42cK유
5745,AJ1104095,경영학전공,20140901,2010,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
5746,AJ1100113,경영학전공,20140807,2005,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
5756,AJ1100953,경영학전공,20111020,2007,나쁜 사마리아인들,2007,"Chang, Ha-Joon",부키,382.71 C456bK장
5762,AJ1108412,경영학전공,20131105,2013,모리와 함께한 화요일,1998,"Albom, Mitch",세종서적,378.12092 A339tK공
5766,AJ1106386,경영학전공,20140516,2011,모리와 함께한 화요일,1998,"Albom, Mitch",세종서적,378.12092 A339t3K공
5770,AJ1104882,경영학전공,20110916,2010,모리와 함께한 화요일,1998,"Albom, Mitch",세종서적,378.12092 A339t3K공
5789,AJ1105634,경영학전공,20130520,2010,스무살에 알았더라면 좋았을 것들,2010,"Seelig, Tina Lynn",웅진씽크빅,370.113 S452wK이
5797,AJ1102554,경영학전공,20141007,2009,왜 세계의 절반은 굶주리는가?,2007,"Zigler, Jeon",갈라파고스,363.8 Z68fK유
5799,AJ1108550,경영학전공,20130813,2013,왜 세계의 절반은 굶주리는가?,2007,"Zigler, Jeon",갈라파고스,363.8 Z68fK유
5837,AJ1100453,e-비즈니스학전공,20131015,2006,과학기술과 법,2009,오승한,기한재,344.095 오57과개
5839,AJ1100302,경영학전공,20111202,2006,과학기술과 법,2009,오승한,기한재,344.095 오57과개
5840,AJ1101033,경영학전공,20150105,2007,과학기술과 법,2008,오승한,기한재,344.095 오57과
5843,AJ1105160,경영학전공,20141205,2010,(한국인의) 법과 생활,2011,법무부. 범죄예방정책국.법교육팀,법무부 범죄예방정책국 법교육팀,340 법36법개2013
5858,AJ1105937,e-비즈니스학전공,20140421,2011,(한국인의) 법과 생활,2007,법무부 한국법교육센터,법무부,340 법36법개
5863,AJ1108191,경영학전공,20140616,2011,맨큐의 경제학 연습문제풀이,2001,"Mankiw, N. Gregory",교보문고,339.076 M278pK김개
5870,AJ1101106,경영학전공,20110609,2007,맨큐의 경제학 연습문제풀이,2001,"Mankiw, N. Gregory",교보문고,339.076 M278pK김개
5872,AJ1108026,경영학전공,20120514,2012,맨큐의 경제학 연습문제풀이,2001,"Mankiw, N. Gregory",교보문고,339.076 M278pK김
5873,AJ1105757,경영학전공,20141204,2011,맨큐의 경제학,2005,"Mankiw, N. Gregory",교보문고,339.076 M278p3K김
5877,AJ1104556,경영학전공,20120917,2010,맨큐의 경제학,2005,"Mankiw, N. Gregory",교보문고,339.076 M278p3K김
5880,AJ1101106,경영학전공,20110426,2007,맨큐의 경제학,2005,"Mankiw, N. Gregory",교보문고,339.076 M278p3K김
5882,AJ1104159,경영학전공,20140529,2010,거시경제학,2012,조장옥,弘文社,339 조72거2
5885,AJ1104159,경영학전공,20140410,2010,거시경제론,2010,정운찬,율곡,339 정66거9
5895,AJ1100301,경영학전공,20121211,2006,거시경제론,2007,정운찬,율곡,339 정66거8
5900,AJ1104555,금융공학전공,20111208,2010,거시경제론,2003,정운찬,栗谷,339 정66거6
5904,AJ1102102,경영학전공,20120522,2008,거시경제학,2004,오상근,博英社,339 오52거개
5905,AJ1101270,경영학전공,20130422,2007,거시경제학,2005,양영준,마에스터,339 양64거
5908,AJ1100999,경영학전공,20140303,2007,Macroeconomics,2011,"Williamson, Stephen D",Addison-Wesley,339 W732m4
5912,AJ1104643,금융공학전공,20141014,2010,Macroeconomics,2007,"Williamson, Stephen D",Pearson/Addison Wesley,339 W732m3
5913,AJ1100301,경영학전공,20121009,2006,Macroeconomics,2007,"Williamson, Stephen D",Pearson/Addison Wesley,339 W732m3
5917,AJ1108036,경영학전공,20120619,2012,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김
5919,AJ1106011,경영학전공,20111207,2011,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김
5921,AJ1105845,경영학전공,20110916,2011,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김
5922,AJ1106139,경영학전공,20111012,2011,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278pK김
5925,AJ1111062,경영학전공,20140916,2014,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278p3K김
5926,AJ1109899,e-비즈니스학전공,20140414,2014,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278p3K김
5929,AJ1108191,경영학전공,20140614,2011,맨큐의 경제학,1999,"Mankiw, N. Gregory",교보문고,339 M278p3K김
5940,AJ1102100,경영학전공,20130318,2008,거시경제학,2010,"Mankiw, N. Gregory",시그마프레스,339 M278m7K이
5943,AJ1108550,경영학전공,20140930,2013,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
5948,AJ1105159,경영학전공,20121205,2010,거시경제학,2007,"Mankiw, N. Gregory",시그마프레스,339 M278m6K이
5956,AJ1104338,경영학전공,20120918,2010,거시경제학 -,2005,"Mankiw, N. Gregory",시그마프레스,339 M278m5K이
5957,AJ1104555,금융공학전공,20111206,2010,거시경제학 -,2005,"Mankiw, N. Gregory",시그마프레스,339 M278m5K이
5963,AJ1105159,경영학전공,20121004,2010,거시경제학 -,1998,"Mankiw, N. Gregory",시그마프레스,339 M278m3K이
5964,AJ1103325,경영학전공,20140901,2009,거시경제학,2010,"Blanchard, Olivier",시그마프레스,339 B639m5K최
5974,AJ1102144,경영학전공,20120311,2008,거시경제학,2007,"Blanchard, Olivier",시그마프레스,339 B639m4K최
5977,AJ1100719,경영학전공,20141013,2006,산업조직론,2004,정갑영,博英社,338.6 정12산2
5983,AJ1105758,경영학전공,20150202,2011,트렌드 코리아 2014,2013,김난도 1963-,미래의창,338.544 트294김2014
5984,AJ1101307,e-비즈니스학전공,20140901,2007,트렌드 코리아 2014,2013,김난도 1963-,미래의창,338.544 트294김2014
5987,AJ1111043,경영학전공,20150203,2012,트렌드 코리아 2014,2013,김난도 1963-,미래의창,338.544 트294김2014
5988,AJ1107871,e-비즈니스학전공,20140109,2012,트렌드 코리아 2014,2013,김난도 1963-,미래의창,338.544 트294김2014
5989,AJ1104104,경영학전공,20140314,2010,트렌드 코리아 2013,2012,김난도,미래의창,338.544 트294김2013
5990,AJ1106053,e-비즈니스학전공,20140428,2011,트렌드 코리아 2013,2012,김난도,미래의창,338.544 트294김2013
5992,AJ1103319,경영학전공,20130521,2009,트렌드 코리아 2013,2012,김난도,미래의창,338.544 트294김2013
5993,AJ1102559,경영학전공,20130218,2009,트렌드 코리아 2013,2012,김난도,미래의창,338.544 트294김2013
5995,AJ1101221,e-비즈니스학전공,20130328,2007,트렌드 코리아 2013,2012,김난도,미래의창,338.544 트294김2013
5998,AJ1101662,경영학전공,20140930,2008,미시경제학,2013,이준구,문우사,338.5 이76미6문
5999,AJ1107116,경영학전공,20141205,2012,미시경제학,2008,이준구,法文社,338.5 이76미5법
6002,AJ1103146,경영학전공,20121203,2009,미시경제학,2008,이준구,法文社,338.5 이76미5법
6010,AJ1108744,금융공학전공,20141127,2013,미시경제학,2002,이준구,法文社,338.5 이76미4
6011,AJ1106529,경영학전공,20141213,2011,미시경제학,2002,이준구,法文社,338.5 이76미4
6014,AJ1100611,경영학전공,20120611,2006,미시경제학,2002,이준구,法文社,338.5 이76미4
6019,AJ1108686,금융공학전공,20141017,2013,미시경제학,2011,성백남,박영사,338.5 성43미개
6020,AJ1108264,경영학전공,20141212,2013,미시경제학,2011,성백남,박영사,338.5 성43미개
6021,AJ1106565,e-비즈니스학전공,20141214,2011,미시경제학,2008,서승환,弘文社,338.5 서57미5
6023,AJ1104159,경영학전공,20140314,2010,미시경제학,2011,김영산,博英社,338.5 김64미중
6027,AJ1106064,금융공학전공,20141127,2011,미시경제학,2003,"Pindyck, Robert S",시그마프레스,338.5 P648m7K박
6028,AJ1104643,금융공학전공,20141126,2010,미시경제학,2003,"Pindyck, Robert S",시그마프레스,338.5 P648m7K박
6031,AJ1100999,경영학전공,20140303,2007,미시경제학,2003,"Pindyck, Robert S",시그마프레스,338.5 P648m7K박
6032,AJ1101770,경영학전공,20130530,2008,미시경제학,2003,"Pindyck, Robert S",시그마프레스,338.5 P648m7K박
6040,AJ1100862,경영학전공,20120604,2007,미시경제학,2005,"Pindyck, Robert S",피어슨에듀케이션코리아,338.5 P648m6K박
6043,AJ1101280,경영학전공,20131017,2007,미시경제학,2009,"Besanko, David",시그마프레스,338.5 B554m3K이
6047,AJ1104459,금융공학전공,20140605,2010,나는 세계일주로 경제를 배웠다,2011,"Woodman, Conor",웅진씽크빅,338.092 W892aK홍
6049,AJ1101223,e-비즈니스학전공,20130817,2007,나는 세계일주로 경제를 배웠다,2011,"Woodman, Conor",웅진씽크빅,338.092 W892aK홍
6055,AJ1103967,경영학전공,20110427,2010,나는 세계일주로 경제를 배웠다,2011,"Woodman, Conor",웅진씽크빅,338.092 W892aK홍
6056,AJ1105160,경영학전공,20140330,2010,주식투자 무작정 따라하기,2005,윤재수,길벗,332.6322 윤73주
6059,AJ1108192,경영학전공,20150110,2011,주식투자 무작정 따라하기,2005,윤재수,길벗,332.6322 윤73주
6061,AJ1108754,금융공학전공,20130308,2013,주식투자 무작정 따라하기,2005,윤재수,길벗,332.6322 윤73주
6062,AJ1102374,경영학전공,20120501,2008,주식투자 무작정 따라하기,2005,윤재수,길벗,332.6322 윤73주
6065,AJ1105059,경영학전공,20130513,2011,주식투자 무작정 따라하기,2009,윤재수,길벗,332.632 윤73주 v.2
6067,AJ1108760,금융공학전공,20140929,2013,투자론,2010,박정윤,명경사,332.6 투72박
6068,AJ1102517,경영학전공,20130923,2009,투자론,2005,최운열,博英社,332.6 최66투박
6069,AJ1108744,금융공학전공,20140905,2013,투자론,2001,우춘식,삼영사,332.6 우86투2
6070,AJ1104473,금융공학전공,20110929,2010,투자론,2005,김건우,弘文社,332.6 김14투5
6071,AJ1106057,금융공학전공,20141125,2011,투자론,2008,"Bodie, Zvi",한국맥그로힐,332.6 B667i7K이
6072,AJ1104104,경영학전공,20140614,2010,투자론,2008,"Bodie, Zvi",한국맥그로힐,332.6 B667i7K이
6073,AJ1103354,경영학전공,20131028,2009,투자론,2008,"Bodie, Zvi",한국맥그로힐,332.6 B667i7K이
6075,AJ1101564,경영학전공,20120607,2008,투자론,2004,"Bodie, Zvi",석정,332.6 B667i5K이증
6077,AJ1106064,금융공학전공,20141013,2011,기본투자론,2007,"Bodie, Zvi",한국맥그로힐,332.6 B667e6K남
6078,AJ1102503,경영학전공,20140918,2009,기본투자론,2007,"Bodie, Zvi",한국맥그로힐,332.6 B667e6K남
6079,AJ1108760,금융공학전공,20141204,2013,기본투자론,2007,"Bodie, Zvi",한국맥그로힐,332.6 B667e6K남
6080,AJ1103585,경영학전공,20120618,2009,기본투자론,2007,"Bodie, Zvi",한국맥그로힐,332.6 B667e6K남
6082,AJ1104465,금융공학전공,20110915,2010,기본투자론,2007,"Bodie, Zvi",한국맥그로힐,332.6 B667e6K남
6083,AJ1108406,경영학전공,20140919,2013,기본투자론,2004,"Bodie, Zvi",한국맥그로힐,332.6 B667e5K남한
6085,AJ1106064,금융공학전공,20141013,2011,투자론,2004,"Bodie, Zvi",한국맥그로힐,332.6 B667e5K남
6086,AJ1104643,금융공학전공,20140916,2010,투자론,2004,"Bodie, Zvi",한국맥그로힐,332.6 B667e5K남
6087,AJ1101661,경영학전공,20140916,2008,투자론,2004,"Bodie, Zvi",한국맥그로힐,332.6 B667e5K남
6088,AJ1102557,경영학전공,20120612,2009,투자론,2004,"Bodie, Zvi",한국맥그로힐,332.6 B667e5K남
